PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Eddie Jones,30.0,81.0,3156.0,0.43200000000000005,0.451,0.39,0.494,0.8370000000000001,0.546,0.29600000000000004,0.319,97.0,97.0,110.0,103.0,111.0,105.0,101.0,176.0,39.8,70.8
Alonzo Mourning,31.0,75.0,2455.0,0.516,0.517,0.33299999999999996,0.517,0.657,0.5579999999999999,0.498,0.004,116.0,111.0,94.0,108.0,87.0,107.0,170.0,2.0,68.6,79.5
Rod Strickland,35.0,76.0,2294.0,0.44299999999999995,0.44799999999999995,0.308,0.44799999999999995,0.7659999999999999,0.495,0.281,0.036000000000000004,99.0,96.0,87.0,94.0,102.0,95.0,96.0,20.0,-41.3,-41.0
Brian Grant,29.0,72.0,2256.0,0.469,0.47,0.0,0.469,0.8490000000000001,0.508,0.195,0.003,105.0,101.0,,98.0,113.0,98.0,67.0,2.0,-10.1,-16.2
Jim Jackson,31.0,55.0,1825.0,0.442,0.43799999999999994,0.469,0.478,0.862,0.511,0.162,0.151,99.0,94.0,133.0,100.0,115.0,98.0,55.0,83.0,0.6,-10.7
Eddie House,23.0,64.0,1230.0,0.39899999999999997,0.42200000000000004,0.344,0.45,0.857,0.47100000000000003,0.09300000000000001,0.3,90.0,91.0,97.0,94.0,114.0,91.0,32.0,165.0,-28.0,-53.7
LaPhonso Ellis,31.0,66.0,1684.0,0.418,0.46,0.306,0.46,0.631,0.48,0.18600000000000003,0.27399999999999997,94.0,99.0,87.0,96.0,84.0,92.0,63.0,151.0,-15.3,-39.8
Kendall Gill,33.0,65.0,1410.0,0.384,0.413,0.136,0.391,0.677,0.414,0.147,0.10400000000000001,86.0,89.0,39.0,82.0,90.0,80.0,50.0,57.0,-72.7,-95.5
Chris Gatling,34.0,54.0,809.0,0.447,0.456,0.125,0.449,0.701,0.501,0.39899999999999997,0.027000000000000003,100.0,98.0,35.0,94.0,93.0,96.0,136.0,15.0,-16.6,-13.5
Vladimir Stepania,25.0,67.0,884.0,0.47,0.47,0.5,0.47200000000000003,0.48100000000000004,0.483,0.418,0.008,106.0,101.0,141.0,99.0,64.0,93.0,142.0,4.0,-2.6,-21.7
Anthony Carter,26.0,46.0,1050.0,0.342,0.365,0.053,0.344,0.528,0.359,0.139,0.073,77.0,78.0,15.0,72.0,70.0,69.0,47.0,40.0,-69.1,-89.0
Sean Marks,26.0,21.0,319.0,0.43200000000000005,0.43200000000000005,,0.43200000000000005,0.588,0.466,0.386,0.0,97.0,93.0,,91.0,78.0,90.0,132.0,,-8.0,-11.1
Malik Allen,23.0,12.0,161.0,0.431,0.44,0.0,0.431,0.8,0.469,0.196,0.02,97.0,95.0,,90.0,106.0,90.0,67.0,11.0,-4.7,-5.6
Mike James,26.0,15.0,119.0,0.349,0.318,0.381,0.442,0.5710000000000001,0.456,0.163,0.488,78.0,68.0,108.0,93.0,76.0,88.0,56.0,269.0,-3.0,-5.9
Sam Mack,31.0,12.0,159.0,0.28600000000000003,0.33299999999999996,0.25,0.35700000000000004,0.7140000000000001,0.384,0.14300000000000002,0.5710000000000001,64.0,72.0,71.0,75.0,95.0,74.0,49.0,315.0,-11.8,-14.2
Tang Hamilton,23.0,9.0,98.0,0.526,0.556,0.0,0.526,0.0,0.514,0.053,0.053,118.0,119.0,,110.0,,99.0,18.0,29.0,1.9,-0.2
Ernest Brown,22.0,3.0,21.0,0.16699999999999998,0.16699999999999998,,0.16699999999999998,0.25,0.193,0.667,0.0,37.0,36.0,,35.0,33.0,37.0,227.0,,-3.7,-5.1
Team,,,,0.439,0.45399999999999996,0.34700000000000003,0.46299999999999997,0.7240000000000001,0.501,0.268,0.141,99.0,98.0,98.0,97.0,96.0,96.0,91.0,78.0,-176.1,-273.0
League Average,,,,0.445,0.465,0.354,0.47700000000000004,0.752,0.52,0.293,0.18100000000000002,,,,,,,,,,
