Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1073,261.0,3090.0,8.57,0.51,0.27,0.28,3.03,14.71,8.86,7.82,1.27,0.53,16.29,19.28,-1.0,2.6,1.7,0.02,-4.0,-0.28,-4.29,-0.23
