Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2019,DAL,Luka Doncic,1,496.0,500,0.992,ROY
2019,ATL,Trae Young,2,301.0,500,0.602,ROY
2019,PHO,Deandre Ayton,3,66.0,500,0.132,ROY
2019,MEM,Jaren Jackson,4,12.0,500,0.024,ROY
2019,CLE,Collin Sexton,5,10.0,500,0.02,ROY
2019,LAC,Shai Gilgeous-Alexander,6,7.0,500,0.014,ROY
2019,SAC,Marvin Bagley,7,6.0,500,0.012,ROY
2019,MIN,Josh Okogie,8T,1.0,500,0.002,ROY
2019,NYK,Mitchell Robinson,8T,1.0,500,0.002,ROY
