Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,25.0,SAS,NBA,SG,69,5,1431,4.4,10.0,0.438,1.3,3.7,0.345,3.1,6.3,0.494,3.2,4.3,0.737,1.2,2.9,4.1,3.5,2.4,0.4,2.5,4.3,13.2
2004,26.0,SAS,NBA,SG,77,38,2260,5.3,12.6,0.418,1.4,3.9,0.359,3.9,8.7,0.445,3.8,4.7,0.802,1.4,4.1,5.5,4.6,2.2,0.3,2.6,2.9,15.7
2005,27.0,SAS,NBA,SG,74,74,2193,6.0,12.8,0.471,1.6,4.2,0.376,4.4,8.6,0.517,5.8,7.3,0.803,1.2,4.2,5.4,4.7,2.0,0.4,2.8,3.1,19.5
2006,28.0,SAS,NBA,SG,65,56,1813,6.1,13.3,0.462,1.6,4.3,0.382,4.5,9.0,0.5,5.6,7.1,0.778,0.8,3.7,4.6,4.7,2.0,0.5,2.4,3.1,19.5
2007,29.0,SAS,NBA,SG,75,36,2060,6.9,14.9,0.464,2.2,5.6,0.396,4.7,9.3,0.505,5.6,6.5,0.86,1.0,4.7,5.7,4.6,1.9,0.5,2.7,2.7,21.7
2008,30.0,SAS,NBA,SG,74,23,2299,7.1,15.4,0.46,2.4,6.1,0.401,4.7,9.3,0.499,6.0,6.9,0.86,1.0,4.6,5.5,5.2,1.7,0.5,3.1,2.7,22.6
2009,31.0,SAS,NBA,SG,44,7,1181,6.8,15.0,0.454,2.1,6.4,0.33,4.7,8.6,0.546,5.1,5.8,0.884,0.7,5.3,6.0,4.8,2.0,0.5,2.7,2.7,20.8
2010,32.0,SAS,NBA,SG,75,21,2150,6.7,15.1,0.441,2.2,5.9,0.377,4.5,9.3,0.481,5.2,5.9,0.87,1.1,3.6,4.8,6.2,1.7,0.4,2.6,2.6,20.7
2011,33.0,SAS,NBA,SG,80,79,2426,6.5,15.1,0.433,2.3,6.5,0.349,4.3,8.6,0.497,5.3,6.1,0.871,0.6,3.8,4.4,5.8,1.8,0.4,2.6,2.4,20.7
2012,34.0,SAS,NBA,SG,34,7,792,6.8,13.0,0.526,2.4,5.7,0.413,4.5,7.2,0.616,4.0,4.6,0.871,0.8,4.5,5.3,6.9,1.1,0.5,2.9,2.5,20.0
2013,35.0,SAS,NBA,SG,60,0,1393,5.9,13.9,0.425,2.1,6.1,0.353,3.8,7.9,0.48,4.2,5.3,0.796,0.8,4.4,5.2,7.1,2.1,0.3,3.4,2.9,18.2
2014,36.0,SAS,NBA,SG,68,3,1550,6.8,14.6,0.469,2.1,6.0,0.349,4.7,8.6,0.553,3.7,4.4,0.851,0.7,4.0,4.7,6.8,1.6,0.4,3.2,3.0,19.5
2015,37.0,SAS,NBA,SG,70,0,1587,5.7,13.4,0.426,2.0,5.9,0.345,3.7,7.5,0.489,3.3,4.6,0.721,0.6,4.2,4.8,6.6,1.5,0.5,3.5,3.1,16.7
2016,38.0,SAS,NBA,SG,58,0,1134,6.3,13.8,0.453,2.2,5.7,0.391,4.0,8.1,0.496,2.9,3.6,0.813,0.8,3.8,4.6,5.6,2.1,0.3,3.1,3.1,17.6
2017,39.0,SAS,NBA,SG,69,0,1291,4.8,12.2,0.39,2.5,6.3,0.392,2.3,5.9,0.387,2.4,3.0,0.804,0.8,3.6,4.4,5.1,2.3,0.4,2.7,3.3,14.4
2018,40.0,SAS,NBA,SG,65,0,1299,5.6,12.8,0.434,1.8,5.3,0.333,3.8,7.5,0.506,3.0,3.6,0.84,0.5,3.4,3.9,4.5,1.2,0.4,2.9,3.5,16.0
