Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,23.0,CHI,NBA,C,30.0,0.0,190.0,7.6,18.8,0.403,0.0,0.0,,7.6,18.8,0.403,2.1,3.6,0.571,4.7,7.0,11.7,2.9,1.0,1.6,3.9,9.9,17.2,,87.0,108.0
1990,24.0,CHI,NBA,C,77.0,11.0,884.0,6.2,15.0,0.414,0.0,0.3,0.0,6.2,14.8,0.422,4.0,5.8,0.692,4.9,7.1,12.0,2.6,1.1,1.5,3.6,8.4,16.5,,97.0,109.0
1991,25.0,CHI,NBA,C,74.0,3.0,972.0,6.0,12.1,0.494,0.0,0.2,0.0,6.0,12.0,0.5,3.9,5.8,0.67,6.3,11.1,17.4,2.4,1.2,2.9,3.9,7.6,15.9,,105.0,102.0
1992,26.0,CHI,NBA,C,77.0,7.0,1007.0,7.7,14.0,0.547,0.1,0.1,0.5,7.6,13.9,0.547,2.3,4.6,0.495,5.5,10.3,15.8,4.0,0.8,2.2,3.6,6.7,17.7,,107.0,103.0
1993,27.0,CHI,NBA,C,72.0,16.0,998.0,7.1,12.8,0.557,0.0,0.1,0.0,7.1,12.7,0.559,3.5,5.8,0.604,5.4,9.6,14.9,3.8,1.1,2.4,3.8,7.2,17.7,,109.0,104.0
1994,28.0,CHI,NBA,C,43.0,6.0,397.0,6.2,14.7,0.42,0.0,0.1,0.0,6.2,14.6,0.423,3.0,4.2,0.719,5.3,11.3,16.6,4.5,1.1,1.4,5.5,8.0,15.4,,89.0,101.0
1995,29.0,CHI,NBA,C,78.0,78.0,1592.0,8.3,15.0,0.553,0.0,0.0,0.0,8.3,15.0,0.555,3.7,6.4,0.582,6.9,10.2,17.1,2.9,0.9,1.8,3.8,7.2,20.3,,111.0,103.0
1996,30.0,SAS,NBA,C,80.0,22.0,1396.0,6.4,12.2,0.523,0.0,0.0,0.0,6.4,12.2,0.524,2.5,4.6,0.536,6.4,11.4,17.9,1.2,1.0,2.8,3.2,6.7,15.2,,104.0,100.0
1997,31.0,SAS,NBA,C,65.0,34.0,1918.0,6.7,11.8,0.568,0.0,0.0,,6.7,11.8,0.568,2.8,4.9,0.579,7.2,11.1,18.3,1.1,0.9,2.9,2.5,5.3,16.2,,115.0,109.0
1998,32.0,SAS,NBA,C,79.0,30.0,1491.0,5.9,10.7,0.549,0.0,0.0,0.0,5.9,10.7,0.551,2.5,4.8,0.526,6.4,13.0,19.5,2.1,0.8,1.8,2.9,5.0,14.3,,108.0,96.0
1999,33.0,SAS,NBA,C,37.0,1.0,445.0,4.6,7.3,0.633,0.0,0.0,,4.6,7.3,0.633,1.7,3.2,0.538,4.0,12.8,16.8,2.2,1.1,1.2,2.7,7.7,11.0,,109.0,92.0
2001,35.0,POR,NBA,C,13.0,0.0,58.0,5.6,8.4,0.667,0.0,0.0,,5.6,8.4,0.667,1.9,3.7,0.5,5.6,11.1,16.7,1.9,2.8,1.9,0.0,7.4,13.0,,150.0,96.0
