PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Barry Carroll,22.0,82,,2919,616,1254,0.491,0,2,0.0,616,1252,0.49200000000000005,0.491,315,440,0.716,274,485,759,117,50,121,243,313,1547
Bernard King,24.0,81,,2914,731,1244,0.588,2,6,0.33299999999999996,729,1238,0.589,0.588,307,437,0.703,178,373,551,287,72,34,265,304,1771
Larry Smith,23.0,82,,2578,304,594,0.512,0,0,,304,594,0.512,0.512,177,301,0.588,433,561,994,93,70,63,146,316,785
World B. Free,27.0,65,,2370,516,1157,0.446,5,31,0.161,511,1126,0.45399999999999996,0.44799999999999995,528,649,0.8140000000000001,48,111,159,361,85,11,195,183,1565
Purvis Short,23.0,79,,2309,549,1157,0.475,3,17,0.17600000000000002,546,1140,0.479,0.47600000000000003,168,205,0.82,151,240,391,249,78,19,143,244,1269
John Lucas,27.0,66,,1919,222,506,0.439,4,24,0.16699999999999998,218,482,0.452,0.44299999999999995,107,145,0.738,34,120,154,464,83,2,185,140,555
Sonny Parker,25.0,73,,1317,191,388,0.49200000000000005,0,0,,191,388,0.49200000000000005,0.49200000000000005,94,128,0.7340000000000001,101,93,194,106,67,13,84,112,476
Clifford Ray,32.0,66,,838,64,152,0.42100000000000004,0,0,,64,152,0.42100000000000004,0.42100000000000004,29,62,0.46799999999999997,73,144,217,52,24,13,74,194,157
Lorenzo Romar,22.0,53,,726,87,211,0.41200000000000003,2,6,0.33299999999999996,85,205,0.415,0.41700000000000004,43,63,0.6829999999999999,10,46,56,136,27,3,52,64,219
Billy Reid,23.0,59,,597,84,185,0.45399999999999996,0,5,0.0,84,180,0.467,0.45399999999999996,22,39,0.564,27,33,60,71,33,5,78,111,190
Rickey Brown,22.0,45,,580,83,162,0.512,0,0,,83,162,0.512,0.512,16,21,0.762,52,114,166,21,9,14,31,103,182
Joe Hassett,25.0,24,,434,84,198,0.424,43,116,0.371,41,82,0.5,0.5329999999999999,7,8,0.875,13,30,43,56,8,2,11,44,218
Phil Chenier,30.0,9,,82,11,33,0.33299999999999996,1,3,0.33299999999999996,10,30,0.33299999999999996,0.348,6,6,1.0,1,7,8,7,0,0,4,10,29
Bill Mayfield,23.0,7,,54,8,18,0.444,0,0,,8,18,0.444,0.444,1,2,0.5,7,2,9,1,0,1,3,8,17
Rudy White,27.0,4,,43,9,18,0.5,0,0,,9,18,0.5,0.5,4,4,1.0,0,0,0,2,4,0,3,7,22
Tom Abernethy,26.0,10,,39,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,0.33299999999999996,2,3,0.667,1,7,8,1,1,0,2,5,4
John Mengelt,31.0,2,,11,0,4,0.0,0,0,,0,4,0.0,0.0,0,0,,0,0,0,2,0,0,0,0,0
Team Totals,,82,,19730,3560,7284,0.489,60,210,0.28600000000000003,3500,7074,0.495,0.493,1826,2513,0.727,1403,2366,3769,2026,611,301,1547,2158,9006
