PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alex English,27.0,81,,3093,768,1555,0.494,3,5,0.6,765,1550,0.494,0.495,390,459,0.85,273,373,646,290,106,100,241,255,1929
Dan Issel,32.0,80,,2641,614,1220,0.503,2,12,0.16699999999999998,612,1208,0.507,0.504,519,684,0.759,229,447,676,158,83,53,130,249,1749
David Thompson,26.0,77,,2620,734,1451,0.506,10,39,0.256,724,1412,0.513,0.509,489,615,0.795,107,180,287,231,53,60,250,231,1967
Dave Robisch,31.0,73,,1744,293,642,0.456,0,0,,293,642,0.456,0.456,171,211,0.81,130,284,414,129,30,28,69,152,757
Kenny Higgs,26.0,72,,1689,209,474,0.441,4,34,0.11800000000000001,205,440,0.466,0.445,140,172,0.8140000000000001,24,121,145,408,101,6,166,243,562
Cedrick Hordges,24.0,68,,1599,221,480,0.46,0,3,0.0,221,477,0.46299999999999997,0.46,130,186,0.6990000000000001,120,338,458,104,33,19,120,226,572
T.R. Dunn,25.0,82,,1427,146,354,0.41200000000000003,0,2,0.0,146,352,0.415,0.41200000000000003,79,121,0.653,133,168,301,81,66,29,56,141,371
Kiki Vandeweghe,22.0,51,,1376,229,537,0.426,0,7,0.0,229,530,0.43200000000000005,0.426,130,159,0.818,86,184,270,94,29,24,86,116,588
Billy McKinney,25.0,49,,1134,203,412,0.493,1,10,0.1,202,402,0.502,0.494,118,140,0.843,24,86,110,203,61,7,88,124,525
Glen Gondrezick,25.0,73,,1077,155,329,0.47100000000000003,0,2,0.0,155,327,0.474,0.47100000000000003,112,137,0.818,136,171,307,83,91,20,69,185,422
John Roche,31.0,26,,611,82,179,0.45799999999999996,9,27,0.33299999999999996,73,152,0.48,0.483,58,77,0.753,5,32,37,140,17,8,52,44,231
Carl Nicks,22.0,27,,493,65,149,0.436,0,1,0.0,65,148,0.439,0.436,35,59,0.593,13,36,49,80,28,2,63,52,165
Kim Hughes,28.0,8,,159,11,25,0.44,0,0,,11,25,0.44,0.44,1,2,0.5,19,31,50,11,11,14,11,33,23
James Ray,23.0,18,,148,15,49,0.306,0,1,0.0,15,48,0.313,0.306,7,10,0.7,13,24,37,11,4,4,13,31,37
Ronnie Valentine,23.0,24,,123,37,98,0.37799999999999995,1,2,0.5,36,96,0.375,0.38299999999999995,9,19,0.474,10,20,30,7,7,4,16,23,84
Jawann Oldham,23.0,4,,21,2,6,0.33299999999999996,0,0,,2,6,0.33299999999999996,0.33299999999999996,0,0,,3,2,5,0,0,2,2,3,4
Team Totals,,82,,19955,3784,7960,0.475,30,145,0.207,3754,7815,0.48,0.47700000000000004,2388,3051,0.7829999999999999,1325,2497,3822,2030,720,380,1444,2108,9986
