PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Scott Wedman,28.0,81,,2902,685,1437,0.47700000000000004,25,77,0.325,660,1360,0.485,0.485,140,204,0.6859999999999999,128,305,433,226,97,46,161,294,1535
Reggie King,23.0,81,,2743,472,867,0.544,0,0,,472,867,0.544,0.544,264,386,0.684,235,551,786,122,102,41,164,227,1208
Otis Birdsong,25.0,71,,2593,710,1306,0.544,10,35,0.28600000000000003,700,1271,0.551,0.547,317,455,0.6970000000000001,119,139,258,233,93,18,173,172,1747
Phil Ford,24.0,66,,2287,424,887,0.478,11,36,0.306,413,851,0.485,0.484,294,354,0.831,26,102,128,580,99,6,241,190,1153
Sam Lacey,32.0,82,,2228,237,536,0.442,1,5,0.2,236,531,0.444,0.44299999999999995,92,117,0.7859999999999999,131,453,584,399,95,120,182,302,567
Ernie Grunfeld,25.0,79,,1584,260,486,0.535,0,0,,260,486,0.535,0.535,75,101,0.743,31,175,206,205,60,15,88,155,595
Joe Meriweather,27.0,74,,1514,206,415,0.496,0,0,,206,415,0.496,0.496,148,213,0.695,126,267,393,77,27,80,125,219,560
Leon Douglas,26.0,79,,1356,185,323,0.573,0,3,0.0,185,320,0.578,0.573,102,186,0.5479999999999999,150,234,384,69,25,38,90,251,472
Lloyd Walton,27.0,61,,821,90,218,0.413,0,1,0.0,90,217,0.415,0.413,26,33,0.7879999999999999,13,35,48,208,32,2,80,45,206
Hawkeye Whitney,23.0,47,,782,149,306,0.48700000000000004,2,6,0.33299999999999996,147,300,0.49,0.49,50,65,0.769,29,77,106,68,47,6,48,98,350
John Lambert,28.0,43,,475,65,160,0.406,0,2,0.0,65,158,0.41100000000000003,0.406,18,23,0.7829999999999999,27,63,90,24,12,5,17,74,148
Jo Jo White,34.0,13,,236,36,82,0.439,0,0,,36,82,0.439,0.439,11,18,0.611,3,18,21,37,11,1,18,21,83
Frankie Sanders,24.0,23,,186,34,77,0.442,0,0,,34,77,0.442,0.442,20,22,0.909,6,15,21,17,16,1,21,20,88
Gus Gerard,27.0,16,,123,19,51,0.373,0,3,0.0,19,48,0.396,0.373,19,29,0.655,13,16,29,6,3,6,7,24,57
Team Totals,,82,,19830,3572,7151,0.5,49,168,0.292,3523,6983,0.505,0.503,1576,2206,0.7140000000000001,1037,2450,3487,2271,719,385,1448,2092,8769
