Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,10,2737,GSW,Golden State Warriors,23.0,NBA,SG,36.0,0.0,316.0,5.8,14.2,0.41,1.1,3.0,0.38,4.7,11.3,0.41,3.9,5.9,0.65,1.7,3.0,4.7,3.1,2.6,0.3,4.4,4.1,16.6
1991,20,2737,NYK,New York Knicks,25.0,NBA,SG,61.0,10.0,1173.0,5.5,12.6,0.44,0.8,2.9,0.29,4.7,9.7,0.48,2.4,3.2,0.75,0.9,3.1,4.0,6.3,1.8,0.5,2.3,4.2,14.3
1992,20,2737,NYK,New York Knicks,26.0,NBA,SG,82.0,0.0,2118.0,6.9,15.3,0.45,1.6,4.6,0.35,5.3,10.7,0.49,4.0,5.1,0.78,0.8,2.5,3.2,4.7,1.8,0.3,2.5,3.9,19.4
1993,20,2737,NYK,New York Knicks,27.0,NBA,SG,80.0,51.0,2477.0,7.5,17.4,0.43,1.6,4.9,0.32,5.9,12.5,0.47,3.8,4.8,0.8,0.8,2.2,3.0,5.9,1.3,0.2,2.5,3.4,20.3
1994,20,2737,NYK,New York Knicks,28.0,NBA,SG,59.0,54.0,2057.0,7.2,17.1,0.42,2.0,5.9,0.34,5.2,11.2,0.46,3.3,4.3,0.75,0.6,2.6,3.2,6.1,1.7,0.1,3.2,3.3,19.6
1995,20,2737,NYK,New York Knicks,29.0,NBA,SG,80.0,78.0,2725.0,5.5,14.0,0.4,2.9,8.1,0.36,2.7,6.0,0.45,2.2,3.0,0.74,0.4,2.4,2.9,5.4,1.2,0.1,2.1,3.4,16.2
1996,20,2737,NYK,New York Knicks,30.0,NBA,SG,81.0,71.0,2491.0,5.4,12.2,0.44,2.1,5.7,0.36,3.4,6.5,0.52,1.9,2.5,0.75,0.4,3.0,3.4,4.6,1.5,0.2,2.3,3.3,14.8
1997,20,2737,NYK,New York Knicks,31.0,NBA,SG,77.0,1.0,2042.0,6.5,15.1,0.43,2.6,7.2,0.37,3.9,7.9,0.49,3.0,4.0,0.77,0.6,3.0,3.6,3.8,1.6,0.2,2.8,3.5,18.7
1998,20,2737,NYK,New York Knicks,32.0,NBA,SG,82.0,10.0,2188.0,6.1,15.6,0.39,2.1,6.5,0.33,4.0,9.0,0.44,3.0,3.9,0.79,0.8,3.0,3.8,3.6,1.3,0.1,2.4,3.4,17.4
1999,10,2737,GSW,Golden State Warriors,33.0,NBA,SG,50.0,50.0,1686.0,5.7,15.5,0.37,1.7,5.7,0.29,4.1,9.8,0.42,1.6,2.1,0.74,0.7,2.8,3.5,5.0,1.5,0.1,1.8,2.9,14.7
2001,29,2737,UTA,Utah Jazz,35.0,NBA,SG,75.0,64.0,2122.0,4.6,11.6,0.4,1.1,3.1,0.35,3.5,8.6,0.42,1.5,1.9,0.8,0.5,2.1,2.6,3.0,1.2,0.2,1.6,3.7,11.9
2002,29,2737,UTA,Utah Jazz,36.0,NBA,SG,66.0,1.0,929.0,4.4,12.0,0.37,1.1,3.7,0.3,3.3,8.3,0.4,1.3,1.6,0.8,0.6,2.1,2.6,2.7,1.3,0.0,2.0,4.9,11.2
