SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1989,20,NYK,Patrick Ewing,26,9,9,340,10.5,21.5,0.49,0.0,0.0,,10.5,21.5,0.49,5.8,7.8,0.75,3.4,10.0,13.4,3.0,1.3,2.7,2.2,5.2,26.7,,114,108
1989,20,NYK,Mark Jackson,23,9,9,336,7.7,15.1,0.51,1.7,4.2,0.39,6.0,10.9,0.56,2.9,4.2,0.68,1.1,3.6,4.7,13.7,1.5,0.5,4.2,1.4,19.9,,117,114
1989,20,NYK,Charles Oakley,25,9,9,299,5.9,12.4,0.48,0.2,0.3,0.5,5.8,12.1,0.48,2.7,4.1,0.67,7.3,9.8,17.1,1.9,2.0,0.2,3.7,5.3,14.8,,103,109
1989,20,NYK,Gerald Wilkins,25,9,9,290,11.0,22.9,0.48,0.2,1.8,0.1,10.9,21.2,0.51,3.2,4.0,0.78,1.6,4.2,5.8,7.4,2.1,0.5,3.9,4.7,25.4,,105,113
1989,20,NYK,Johnny Newman,25,9,9,258,9.8,21.1,0.47,1.4,5.5,0.25,8.5,15.5,0.54,7.5,9.6,0.78,2.6,2.4,4.9,3.3,1.6,0.2,3.5,5.3,28.5,,112,115
1989,20,NYK,Trent Tucker,29,9,0,159,8.6,18.5,0.47,4.8,10.2,0.47,3.8,8.3,0.46,0.6,1.3,0.5,2.9,3.2,6.1,4.5,3.2,0.6,1.9,6.4,22.7,,122,111
1989,20,NYK,Kiki Vandeweghe,30,9,0,159,8.0,15.6,0.51,1.0,2.6,0.38,7.0,13.1,0.54,6.4,6.7,0.95,0.6,2.9,3.5,2.2,1.0,0.6,1.6,3.2,23.3,,128,116
1989,20,NYK,Sidney Green,28,9,0,128,5.2,11.9,0.43,0.0,0.0,,5.2,11.9,0.43,4.0,5.6,0.71,5.6,8.7,14.3,2.0,0.8,0.4,2.8,9.1,14.3,,105,112
1989,20,NYK,Rod Strickland,22,9,0,111,10.1,22.4,0.45,0.5,0.5,1.0,9.6,22.0,0.44,4.1,7.8,0.53,2.7,3.2,5.9,11.4,1.8,0.5,5.9,9.6,24.7,,98,114
1989,20,NYK,Kenny Walker,24,9,0,90,1.7,7.3,0.23,0.0,0.0,,1.7,7.3,0.23,7.9,10.7,0.74,2.8,6.2,9.0,1.1,0.6,1.7,2.3,12.4,11.3,,100,113
1989,20,NYK,Eddie Lee Wilkins,26,7,0,26,9.8,21.5,0.46,0.0,0.0,,9.8,21.5,0.46,9.8,19.5,0.5,9.8,11.7,21.5,0.0,0.0,0.0,7.8,5.9,29.3,,90,113
1989,20,NYK,Pete Myers,25,4,0,14,0.0,0.0,,0.0,0.0,,0.0,0.0,,14.5,21.8,0.67,3.6,7.3,10.9,3.6,0.0,3.6,0.0,7.3,14.5,,173,112
