Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1994,8,2097,DEN,Denver Nuggets,27.0,NBA,C,12.0,511.0,17.8,0.53,0.0,0.91,9.3,22.8,16.3,7.3,0.9,9.3,16.6,16.4,,0.4,0.9,1.3,0.12,,-0.1,3.9,3.8,0.7
1995,8,2097,DEN,Denver Nuggets,28.0,NBA,C,3.0,84.0,7.6,0.64,0.0,0.9,5.4,23.0,13.7,1.9,0.0,6.4,33.4,11.2,,-0.1,0.0,0.0,-0.02,,-4.7,0.4,-4.3,0.0
1997,1,2097,ATL,Atlanta Hawks,30.0,NBA,C,10.0,415.0,21.1,0.67,0.0,0.74,11.6,23.7,18.1,6.1,0.1,5.0,14.9,15.8,,1.2,0.5,1.8,0.2,,3.5,2.8,6.3,0.9
1998,1,2097,ATL,Atlanta Hawks,31.0,NBA,C,4.0,136.0,14.3,0.52,0.0,0.67,12.0,36.2,23.9,1.2,0.4,5.1,20.5,14.4,,0.0,0.3,0.3,0.1,,-1.1,-0.2,-1.3,0.0
1999,1,2097,ATL,Atlanta Hawks,32.0,NBA,C,9.0,380.0,20.5,0.62,0.0,0.66,11.3,29.9,20.3,5.9,0.8,4.6,16.4,14.1,,0.9,0.7,1.6,0.2,,1.9,2.4,4.3,0.6
2001,23,2097,PHI,Philadelphia 76Ers,34.0,NBA,C,23.0,981.0,19.7,0.58,0.0,0.71,12.8,24.0,18.3,2.9,0.8,5.8,11.6,14.5,,2.4,1.3,3.8,0.18,,2.1,1.0,3.1,1.3
2002,23,2097,PHI,Philadelphia 76Ers,35.0,NBA,C,5.0,173.0,12.1,0.52,0.0,0.84,9.2,28.9,18.5,3.1,0.6,4.8,20.6,14.5,,0.0,0.0,0.1,0.02,,-2.5,-0.8,-3.3,-0.1
2003,3,2097,NJN,New Jersey Nets,36.0,NBA,C,10.0,115.0,9.0,0.54,0.0,0.27,7.7,19.6,13.5,8.1,1.4,6.3,32.3,9.8,,0.0,0.3,0.2,0.1,,-4.9,4.7,-0.2,0.1
2004,20,2097,NYK,New York Knicks,37.0,NBA,C,3.0,38.0,9.7,0.48,0.0,0.5,10.9,21.3,15.4,0.0,1.4,9.0,29.1,12.1,,0.0,0.0,0.0,0.02,,-5.2,1.0,-4.3,0.0
2005,11,2097,HOU,Houston Rockets,38.0,NBA,C,7.0,101.0,14.0,0.66,0.0,1.18,13.6,28.2,21.1,3.0,1.1,5.6,29.5,11.2,,0.1,0.1,0.2,0.1,,-0.9,2.3,1.4,0.1
2007,11,2097,HOU,Houston Rockets,40.0,NBA,C,7.0,40.0,20.3,1.04,0.0,1.0,14.8,17.0,15.9,4.6,0.0,5.3,0.0,5.2,,0.2,0.1,0.2,0.3,,2.4,4.4,6.8,0.1
2008,11,2097,HOU,Houston Rockets,41.0,NBA,C,6.0,123.0,17.0,0.64,0.0,0.85,8.9,27.1,17.8,2.7,0.5,7.1,5.3,7.3,,0.3,0.2,0.5,0.19,,0.0,4.4,4.5,0.2
2009,11,2097,HOU,Houston Rockets,42.0,NBA,C,2.0,20.0,8.3,0.0,,,6.1,45.9,26.7,0.0,2.7,7.7,0.0,2.1,,0.0,0.1,0.1,0.12,,-3.7,7.4,3.7,0.0
