Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,21,880,SEA,Seattle Supersonics,22.0,NBA,PF,67.0,1365.0,10.4,0.51,0.0,1.1,14.2,24.3,19.2,3.7,1.5,0.6,20.0,8.9,1.3,1.7,3.0,0.1,-2.4,-0.3,-2.8,-0.3
2004,21,880,SEA,Seattle Supersonics,23.0,NBA,PF,75.0,1280.0,9.9,0.47,0.02,0.9,14.5,23.0,18.8,3.7,2.3,0.6,22.0,10.7,0.7,1.1,1.7,0.06,-2.7,-1.2,-3.9,-0.6
2005,21,880,SEA,Seattle Supersonics,24.0,NBA,PF,79.0,1881.0,13.0,0.51,0.01,0.85,16.6,31.2,23.9,4.7,1.7,0.6,21.6,11.8,1.5,2.3,3.8,0.1,-0.4,-0.7,-1.1,0.4
2006,31,880,TOT,Total After Trade,25.0,NBA,PF,67.0,1393.0,12.5,0.52,0.0,0.81,14.6,28.3,21.4,4.0,1.5,0.5,19.0,14.4,0.8,1.3,2.1,0.07,-1.8,-1.9,-3.7,-0.6
2006,21,880,SEA,Seattle Supersonics,25.0,NBA,PF,41.0,788.0,15.0,0.54,0.01,0.69,17.2,25.2,21.2,4.4,1.6,0.5,15.4,15.2,1.2,0.3,1.5,0.09,0.1,-3.0,-2.9,-0.2
2006,8,880,DEN,Denver Nuggets,25.0,NBA,PF,26.0,605.0,9.2,0.49,0.0,1.02,11.1,32.3,21.8,3.5,1.4,0.6,24.2,13.4,-0.4,1.0,0.6,0.05,-4.3,-0.5,-4.9,-0.4
2007,8,880,DEN,Denver Nuggets,26.0,NBA,PF,66.0,1127.0,13.5,0.55,0.0,0.85,15.8,29.9,23.0,5.7,1.8,1.0,24.3,14.8,0.4,1.9,2.3,0.1,-2.2,0.0,-2.2,-0.1
2008,23,880,PHI,Philadelphia 76Ers,27.0,NBA,PF,81.0,1879.0,11.0,0.46,0.0,0.74,14.0,24.7,19.3,5.0,2.4,0.3,19.0,13.6,-0.3,3.0,2.7,0.07,-3.0,0.0,-3.0,-0.5
2009,23,880,PHI,Philadelphia 76Ers,28.0,NBA,PF,79.0,1137.0,10.4,0.51,0.01,0.98,14.1,24.0,19.0,3.3,1.9,0.6,21.3,13.0,0.3,1.6,1.9,0.08,-3.5,-0.6,-4.2,-0.6
2010,28,880,TOR,Toronto Raptors,29.0,NBA,PF,28.0,311.0,11.4,0.5,0.0,0.87,11.7,27.7,19.9,3.7,2.3,1.0,18.7,17.2,-0.1,0.3,0.2,0.03,-3.5,-1.1,-4.6,-0.2
2011,28,880,TOR,Toronto Raptors,30.0,NBA,PF,30.0,798.0,12.4,0.47,0.01,0.85,17.2,34.4,25.6,6.4,1.9,0.6,21.6,10.1,0.5,0.8,1.3,0.08,-0.9,-0.6,-1.5,0.1
2012,13,880,LAC,Los Angeles Clippers,31.0,NBA,PF,56.0,771.0,9.2,0.5,0.0,0.99,15.3,26.7,20.9,3.1,2.2,0.6,29.9,8.8,0.2,1.0,1.3,0.08,-3.5,-0.2,-3.7,-0.3
2013,3,880,BRK,Brooklyn Nets,32.0,NBA,PF,80.0,1967.0,12.8,0.51,0.0,0.85,15.5,38.0,26.7,3.2,2.0,0.5,23.6,11.0,0.8,3.5,4.3,0.1,-1.7,0.0,-1.7,0.1
2014,31,880,TOT,Total After Trade,33.0,NBA,PF,54.0,899.0,11.7,0.52,0.0,0.87,14.8,28.4,21.5,3.5,2.1,0.3,21.9,13.4,0.3,1.2,1.5,0.08,-2.8,-0.5,-3.4,-0.3
2014,3,880,BRK,Brooklyn Nets,33.0,NBA,PF,30.0,399.0,9.0,0.46,0.0,1.1,15.9,28.7,22.4,1.8,1.7,0.4,24.2,13.6,-0.1,0.5,0.4,0.05,-4.4,-1.7,-6.1,-0.4
2014,26,880,SAC,Sacramento Kings,33.0,NBA,PF,24.0,500.0,13.8,0.56,0.0,0.71,13.8,28.1,20.9,4.8,2.4,0.2,20.1,13.2,0.5,0.7,1.1,0.11,-1.6,0.4,-1.2,0.1
2015,26,880,SAC,Sacramento Kings,34.0,NBA,PF,47.0,764.0,11.7,0.49,0.02,0.71,14.9,29.0,22.2,6.1,1.4,0.5,20.0,13.0,0.4,0.8,1.2,0.07,-1.6,-0.8,-2.4,-0.1
