Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,10,2737,GSW,Golden State Warriors,Latrell Sprewell,1970-09-08,22.0,NBA,SG,77.0,69.0,2741.0,5.9,12.7,0.46,1.0,2.6,0.37,4.9,10.1,0.49,2.8,3.7,0.75,1.0,2.5,3.6,3.9,1.7,0.7,2.7,2.2,15.5
1994,10,2737,GSW,Golden State Warriors,Latrell Sprewell,1970-09-08,23.0,NBA,SG,82.0,82.0,3533.0,6.2,14.4,0.43,1.4,4.0,0.36,4.8,10.5,0.46,3.6,4.6,0.77,0.8,3.3,4.1,3.9,1.8,0.8,2.3,1.6,17.5
1995,10,2737,GSW,Golden State Warriors,Latrell Sprewell,1970-09-08,24.0,NBA,SG,69.0,69.0,2771.0,6.4,15.2,0.42,1.2,4.2,0.28,5.2,11.0,0.47,4.5,5.8,0.78,0.8,2.6,3.3,3.6,1.5,0.6,3.0,1.4,18.4
1996,10,2737,GSW,Golden State Warriors,Latrell Sprewell,1970-09-08,25.0,NBA,SG,78.0,78.0,3064.0,6.1,14.1,0.43,1.1,3.3,0.32,5.0,10.8,0.46,4.1,5.2,0.79,1.5,3.0,4.5,3.9,1.5,0.5,2.6,1.8,17.3
1997,10,2737,GSW,Golden State Warriors,Latrell Sprewell,1970-09-08,26.0,NBA,SG,80.0,79.0,3353.0,7.0,15.5,0.45,1.6,4.5,0.35,5.4,11.0,0.49,5.3,6.3,0.84,0.6,3.3,3.9,5.4,1.4,0.5,3.5,1.6,20.8
1998,10,2737,GSW,Golden State Warriors,Latrell Sprewell,1970-09-08,27.0,NBA,SG,14.0,13.0,547.0,7.2,18.2,0.4,0.6,3.2,0.19,6.6,15.1,0.44,4.6,6.2,0.74,0.5,2.9,3.4,4.5,1.3,0.3,2.9,1.7,19.7
1999,20,2737,NYK,New York Knicks,Latrell Sprewell,1970-09-08,28.0,NBA,SF,37.0,4.0,1233.0,6.3,15.1,0.42,0.6,2.2,0.27,5.7,12.9,0.44,4.5,5.6,0.81,1.2,3.4,4.6,2.7,1.3,0.1,2.3,1.9,17.7
2000,20,2737,NYK,New York Knicks,Latrell Sprewell,1970-09-08,29.0,NBA,SF,82.0,82.0,3276.0,6.2,14.3,0.44,0.5,1.4,0.35,5.8,12.9,0.44,3.8,4.4,0.87,0.5,3.3,3.8,3.6,1.2,0.2,2.5,2.0,16.7
2001,20,2737,NYK,New York Knicks,Latrell Sprewell,1970-09-08,30.0,NBA,SF,77.0,77.0,3017.0,6.3,14.5,0.43,0.5,1.6,0.3,5.8,12.9,0.45,3.3,4.2,0.78,0.6,3.6,4.1,3.2,1.3,0.3,2.6,1.9,16.3
2002,20,2737,NYK,New York Knicks,Latrell Sprewell,1970-09-08,31.0,NBA,SF,81.0,81.0,3326.0,6.2,15.4,0.4,1.6,4.4,0.36,4.6,11.0,0.42,3.1,3.7,0.82,0.6,2.6,3.2,3.4,1.0,0.2,2.4,1.7,17.0
2003,20,2737,NYK,New York Knicks,Latrell Sprewell,1970-09-08,32.0,NBA,SF,74.0,73.0,2859.0,5.7,14.2,0.4,1.7,4.5,0.37,4.0,9.7,0.42,2.2,2.7,0.79,0.6,3.0,3.6,4.2,1.3,0.3,2.2,1.7,15.3
2004,18,2737,MIN,Minnesota Timberwolves,Latrell Sprewell,1970-09-08,33.0,NBA,SF,82.0,82.0,3100.0,6.0,14.7,0.41,1.1,3.5,0.33,4.9,11.2,0.43,2.8,3.4,0.81,0.7,2.9,3.6,3.3,1.0,0.2,1.8,1.2,16.0
2005,18,2737,MIN,Minnesota Timberwolves,Latrell Sprewell,1970-09-08,34.0,NBA,SF,80.0,79.0,2450.0,5.8,14.1,0.41,1.0,3.1,0.33,4.8,11.0,0.44,2.3,2.8,0.83,1.0,2.8,3.7,2.6,0.8,0.3,1.9,1.8,15.0
