Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,24,1777,PHO,Phoenix Suns,20.0,NBA,C,60.0,7.0,614.0,4.2,8.0,0.52,0.0,0.1,0.0,4.2,8.0,0.52,2.8,4.0,0.69,3.0,3.9,6.9,0.5,0.6,2.4,1.6,5.7,11.1
2010,24,1777,PHO,Phoenix Suns,21.0,NBA,C,51.0,31.0,986.0,6.2,10.6,0.59,0.0,0.0,,6.2,10.6,0.59,3.2,4.6,0.7,3.8,5.3,9.1,0.3,0.4,1.9,1.5,4.3,15.7
2011,24,1777,PHO,Phoenix Suns,22.0,NBA,C,67.0,56.0,991.0,6.5,13.0,0.5,0.0,0.0,,6.5,13.0,0.5,2.7,3.6,0.74,3.0,4.9,7.8,0.3,0.7,1.6,1.7,5.2,15.7
2012,24,1777,PHO,Phoenix Suns,23.0,NBA,C,64.0,0.0,895.0,5.0,10.8,0.46,0.0,0.0,,5.0,10.8,0.46,4.0,5.6,0.71,3.6,4.8,8.4,0.8,0.7,2.4,1.7,5.1,14.0
2013,19,1777,NOH,New Orleans Hornets,24.0,NBA,C,82.0,82.0,2136.0,6.5,12.1,0.53,0.0,0.0,,6.5,12.1,0.53,2.7,3.5,0.78,3.8,4.0,7.8,1.1,0.5,2.2,1.9,2.8,15.7
2014,25,1777,POR,Portland Trail Blazers,25.0,NBA,C,82.0,82.0,2603.0,4.9,8.9,0.55,0.0,0.0,0.0,4.9,8.9,0.55,2.7,3.3,0.82,4.5,5.2,9.7,1.0,0.3,1.9,1.2,2.7,12.6
2015,25,1777,POR,Portland Trail Blazers,26.0,NBA,C,59.0,59.0,1638.0,5.1,9.6,0.54,0.0,0.0,0.0,5.1,9.6,0.54,2.2,2.8,0.77,4.2,4.5,8.7,1.2,0.4,1.8,1.6,2.7,12.4
2016,20,1777,NYK,New York Knicks,27.0,NBA,C,82.0,82.0,2219.0,5.8,10.7,0.54,0.0,0.0,0.0,5.8,10.7,0.54,2.1,2.6,0.8,4.3,5.4,9.8,1.8,0.3,2.1,2.2,3.0,13.7
2017,5,1777,CHI,Chicago Bulls,28.0,NBA,C,81.0,81.0,2271.0,6.1,12.3,0.49,0.0,0.0,0.0,6.1,12.3,0.49,1.2,1.6,0.72,3.9,4.4,8.2,1.3,0.3,1.9,1.4,2.4,13.3
2018,5,1777,CHI,Chicago Bulls,29.0,NBA,C,64.0,64.0,1690.0,7.3,13.7,0.53,0.1,0.3,0.29,7.2,13.4,0.54,1.4,1.9,0.76,2.9,3.3,6.2,2.6,0.3,1.1,2.3,2.3,16.1
2019,5,1777,CHI,Chicago Bulls,30.0,NBA,C,74.0,36.0,1606.0,6.8,12.0,0.57,0.2,0.7,0.23,6.7,11.3,0.59,2.0,2.8,0.72,3.1,3.3,6.4,2.0,0.2,1.7,2.2,2.8,15.8
2020,17,1777,MIL,Milwaukee Bucks,31.0,NBA,C,66.0,5.0,958.0,5.5,11.2,0.49,1.3,3.9,0.33,4.2,7.3,0.58,1.1,2.0,0.53,2.1,3.9,6.1,1.7,0.4,1.7,2.4,3.6,13.4
2021,30,1777,WAS,Washington Wizards,32.0,NBA,C,18.0,8.0,323.0,5.9,9.1,0.65,0.4,1.0,0.44,5.5,8.1,0.67,2.2,3.6,0.62,3.7,4.3,8.0,1.8,0.3,1.1,1.6,3.8,14.5
