Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,15,5,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,"December 11, 1976",20.0,NBA,PF,80.0,71.0,2802.0,10.7,23.5,0.45,0.1,0.5,0.26,10.5,23.0,0.46,7.5,10.1,0.75,4.2,6.6,10.7,3.4,1.5,1.5,4.4,3.9,28.9,,102.0,112.0
1998,15,5,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,"December 11, 1976",21.0,NBA,SF,82.0,82.0,2950.0,11.5,23.8,0.48,0.4,0.9,0.41,11.2,22.9,0.49,8.9,11.3,0.78,4.0,6.3,10.3,3.8,1.6,1.3,4.5,3.6,32.3,,109.0,112.0
1999,15,5,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,"December 11, 1976",22.0,NBA,SF,50.0,50.0,2021.0,10.3,23.8,0.43,0.3,1.0,0.31,10.0,22.9,0.44,9.8,11.7,0.84,3.0,6.9,10.0,4.6,1.8,1.5,5.0,3.7,30.7,,104.0,107.0
2001,15,5,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,"December 11, 1976",24.0,NBA,SF,81.0,81.0,3241.0,9.8,20.7,0.47,0.2,1.0,0.19,9.6,19.6,0.49,7.2,8.6,0.83,2.8,9.0,11.9,4.0,1.5,1.2,3.7,3.8,26.9,,106.0,104.0
2002,1,5,ATL,Atlanta Hawks,Shareef Abdur-Rahim,"December 11, 1976",25.0,NBA,PF,77.0,77.0,2980.0,10.5,22.7,0.46,0.4,1.2,0.3,10.1,21.5,0.47,7.3,9.2,0.8,3.5,8.7,12.2,4.2,1.7,1.4,4.4,3.8,28.7,,105.0,105.0
2003,1,5,ATL,Atlanta Hawks,Shareef Abdur-Rahim,"December 11, 1976",26.0,NBA,PF,81.0,81.0,3087.0,9.7,20.2,0.48,0.4,1.0,0.35,9.3,19.2,0.48,7.8,9.2,0.84,3.0,8.6,11.6,4.1,1.5,0.6,3.6,4.1,27.5,,111.0,106.0
2004,31,5,TOT,Total After Trade,Shareef Abdur-Rahim,"December 11, 1976",27.0,NBA,PF,85.0,56.0,2684.0,10.0,21.0,0.48,0.2,0.7,0.26,9.8,20.4,0.48,7.4,8.6,0.87,3.8,9.0,12.8,3.5,1.4,0.7,3.7,4.4,27.6,,110.0,105.0
2004,1,5,ATL,Atlanta Hawks,Shareef Abdur-Rahim,"December 11, 1976",27.0,NBA,PF,53.0,53.0,1956.0,10.3,21.3,0.48,0.1,0.6,0.22,10.2,20.7,0.49,7.9,9.0,0.88,3.8,9.6,13.4,3.4,1.2,0.5,3.5,4.0,28.8,,112.0,106.0
2004,25,5,POR,Portland Trail Blazers,Shareef Abdur-Rahim,"December 11, 1976",27.0,NBA,PF,32.0,3.0,728.0,9.0,20.2,0.45,0.3,0.8,0.36,8.7,19.3,0.45,6.0,7.3,0.83,3.7,7.3,11.0,3.6,1.8,1.4,4.1,5.7,24.4,,103.0,104.0
2005,25,5,POR,Portland Trail Blazers,Shareef Abdur-Rahim,"December 11, 1976",28.0,NBA,PF,54.0,49.0,1867.0,9.6,19.2,0.5,0.4,1.1,0.38,9.2,18.1,0.51,6.3,7.3,0.87,3.5,7.7,11.2,3.2,1.4,0.7,3.3,4.3,26.0,,113.0,108.0
2006,26,5,SAC,Sacramento Kings,Shareef Abdur-Rahim,"December 11, 1976",29.0,NBA,PF,72.0,30.0,1961.0,8.8,16.8,0.52,0.1,0.6,0.23,8.7,16.2,0.54,5.8,7.4,0.78,2.8,6.7,9.5,4.0,1.3,1.1,2.9,6.0,23.6,,115.0,105.0
2007,26,5,SAC,Sacramento Kings,Shareef Abdur-Rahim,"December 11, 1976",30.0,NBA,C,80.0,45.0,2015.0,7.8,16.4,0.47,0.1,0.5,0.15,7.7,15.9,0.48,4.3,5.9,0.73,3.1,6.9,10.0,2.7,1.3,1.0,2.9,6.1,19.9,,103.0,108.0
2008,26,5,SAC,Sacramento Kings,Shareef Abdur-Rahim,"December 11, 1976",31.0,NBA,PF,6.0,0.0,51.0,3.0,13.9,0.21,0.0,0.0,,3.0,13.9,0.21,4.0,4.0,1.0,6.0,4.0,9.9,4.0,1.0,0.0,1.0,8.9,9.9,,95.0,114.0
