Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2020,15,2048,MEM,Memphis Grizzlies,Ja Morant,1999-08-10,20.0,NBA,PG,67,67,2074,447,937,0.48,60,179,0.34,387,758,0.51,0.51,239,308,0.78,51,208,259,488,58,18,220,110,1193,2
2021,15,2048,MEM,Memphis Grizzlies,Ja Morant,1999-08-10,21.0,NBA,PG,32,32,1009,223,508,0.44,26,114,0.23,197,394,0.5,0.46,147,192,0.77,28,79,107,239,29,5,94,49,619,1
