SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,8,DEN,Allen Iverson,32,4,4,158,8.2,18.9,0.43,0.7,3.2,0.21,7.5,15.7,0.48,5.2,7.5,0.7,0.9,1.8,2.7,4.1,0.9,0.2,1.6,0.7,22.3
2008,8,DEN,Carmelo Anthony,23,4,4,146,7.9,21.7,0.36,0.5,2.0,0.25,7.4,19.7,0.38,5.9,7.2,0.83,4.7,4.7,9.4,2.0,0.5,0.2,3.0,4.2,22.2
2008,8,DEN,Marcus Camby,33,4,4,124,1.5,6.1,0.24,0.3,0.3,1.0,1.2,5.8,0.2,0.6,1.7,0.33,3.2,12.2,15.4,3.5,1.2,3.5,2.9,2.9,3.8
2008,8,DEN,Linas Kleiza,23,4,3,122,6.5,12.1,0.54,0.9,4.1,0.21,5.6,8.0,0.7,2.7,3.8,0.69,2.4,5.3,7.7,0.9,0.3,0.0,1.5,3.2,16.5
2008,8,DEN,Kenyon Martin,30,4,4,118,4.6,10.4,0.44,0.0,0.0,,4.6,10.4,0.44,1.5,2.4,0.62,4.0,3.7,7.6,1.5,1.2,0.6,2.7,6.1,10.7
2008,8,DEN,J.R. Smith,22,4,0,108,7.7,14.3,0.54,2.3,7.3,0.32,5.3,7.0,0.76,6.7,8.0,0.83,0.3,2.0,2.3,2.3,1.3,0.0,1.7,4.0,24.3
2008,8,DEN,Eduardo NAjera,31,4,0,78,3.2,6.5,0.5,0.9,2.3,0.4,2.3,4.2,0.56,0.0,0.0,,2.3,3.7,6.0,2.8,1.4,0.5,2.3,6.9,7.4
2008,8,DEN,Anthony Carter,32,4,1,61,2.4,8.3,0.29,0.0,3.0,0.0,2.4,5.3,0.44,0.0,0.0,,1.2,4.7,5.9,8.3,0.6,0.6,1.8,3.5,4.7
2008,8,DEN,NenA HilArio,25,3,0,30,6.0,10.8,0.56,0.0,0.0,,6.0,10.8,0.56,3.6,3.6,1.0,3.6,4.8,8.4,1.2,2.4,1.2,2.4,9.6,15.6
2008,8,DEN,Yakhouba Diawara,25,3,0,8,9.0,22.5,0.4,0.0,9.0,0.0,9.0,13.5,0.67,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,18.0
2008,8,DEN,Steven Hunter,26,2,0,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,14.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0
2008,8,DEN,Chucky Atkins,33,1,0,3,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
