Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,24,PHO,Phoenix Suns,10,Leandro Barbosa,PG,6-3,194,1982-11-28,BR,1,
2005,24,PHO,Phoenix Suns,11,Zarko Cabarkapa,PF,6-11,235,1981-05-21,RS,1,
2005,24,PHO,Phoenix Suns,45,Steven Hunter,C,7-0,220,1981-10-31,US,3,DePaul
2005,24,PHO,Phoenix Suns,21,Jim Jackson,SF,6-6,220,1970-10-14,US,12,Ohio State
2005,24,PHO,Phoenix Suns,23,Casey Jacobsen,SF,6-6,215,1981-03-19,US,2,Stanford
2005,24,PHO,Phoenix Suns,2,Joe Johnson,SF,6-7,240,1981-06-29,US,3,Arkansas
2005,24,PHO,Phoenix Suns,30,Maciej Lampe,C,6-11,275,1985-02-05,PL,1,
2005,24,PHO,Phoenix Suns,31,Shawn Marion,PF,6-7,220,1978-05-07,US,5,UNLV
2005,24,PHO,Phoenix Suns,0,Walter McCarty,PF,6-10,230,1974-02-01,US,8,Kentucky
2005,24,PHO,Phoenix Suns,13,Steve Nash,PG,6-3,195,1974-02-07,ZA,8,Santa Clara
2005,24,PHO,Phoenix Suns,46,Bo Outlaw,PF,6-8,210,1971-04-13,US,11,"South Plains College, Houston"
2005,24,PHO,Phoenix Suns,1,Smush Parker,PG,6-4,190,1981-06-01,US,1,Fordham
2005,24,PHO,Phoenix Suns,3,Quentin Richardson,SG,6-6,223,1980-04-13,US,4,DePaul
2005,24,PHO,Phoenix Suns,17,Paul Shirley,PF,6-10,230,1977-12-23,US,2,Iowa State
2005,24,PHO,Phoenix Suns,32,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,2,
2005,24,PHO,Phoenix Suns,1,Yuta Tabuse,PG,5-9,165,1980-10-05,JP,R,Brigham Young University Hawaii
2005,24,PHO,Phoenix Suns,43,Jake Voskuhl,C,6-11,245,1977-11-01,US,4,UConn
2005,24,PHO,Phoenix Suns,4,Jackson Vroman,PF,6-10,220,1981-06-06,US,R,Iowa State
