Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,18,485,MIN,Minnesota Timberwolves,7,Anthony Carter,PG,6-1,190,"June 16, 1975",US,5,Hawaii
2005,18,497,MIN,Minnesota Timberwolves,19,Sam Cassell,PG,6-3,185,"November 18, 1969",US,11,Florida State
2005,18,819,MIN,Minnesota Timberwolves,44,Ndudi Ebi,SG,6-9,200,"June 18, 1984",GB,1,
2005,18,997,MIN,Minnesota Timberwolves,21,Kevin Garnett,PF,6-11,240,"May 19, 1976",US,9,
2005,18,1126,MIN,Minnesota Timberwolves,41,Eddie Griffin,PF,6-10,220,"May 30, 1982",US,2,Seton Hall
2005,18,1222,MIN,Minnesota Timberwolves,23,Trenton Hassell,SG,6-5,200,"March 4, 1979",US,3,Austin Peay State University
2005,18,1305,MIN,Minnesota Timberwolves,32,Fred Hoiberg,SG,6-4,203,"October 15, 1972",US,9,Iowa State
2005,18,1346,MIN,Minnesota Timberwolves,16,Troy Hudson,PG,6-1,170,"March 13, 1976",US,7,"Missouri, Southern Illinois"
2005,18,1486,MIN,Minnesota Timberwolves,40,Ervin Johnson,C,6-11,245,"December 21, 1967",US,11,New Orleans
2005,18,1810,MIN,Minnesota Timberwolves,35,Mark Madsen,C,6-9,240,"January 28, 1976",US,4,Stanford
2005,18,2206,MIN,Minnesota Timberwolves,34,Michael Olowokandi,C,7-0,269,"April 3, 1975",NG,6,University of the Pacific
2005,18,2730,MIN,Minnesota Timberwolves,8,Latrell Sprewell,SF,6-5,190,"September 8, 1970",US,12,Alabama
2005,18,2798,MIN,Minnesota Timberwolves,10,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",ES,5,Miami University
2005,18,2851,MIN,Minnesota Timberwolves,12,John Thomas,C,6-9,265,"September 8, 1975",US,3,Minnesota
