Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",24.0,NBA,C,60.0,15.0,13.6,1.9,3.8,0.5,0.0,0.0,1.0,1.9,3.8,0.5,0.5,1.0,1.6,0.63,1.7,3.3,5.0,0.7,0.5,0.8,0.9,1.8,4.8
2015,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",25.0,NBA,C,73.0,49.0,30.0,3.5,7.0,0.51,0.0,0.1,0.17,3.5,6.9,0.51,0.51,2.6,3.3,0.78,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7
2016,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",26.0,NBA,C,82.0,39.0,27.1,3.8,7.1,0.53,0.1,0.2,0.3,3.7,6.8,0.54,0.54,2.5,3.0,0.83,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,10.1
2017,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",27.0,NBA,PF,82.0,82.0,32.4,4.0,8.1,0.5,0.2,0.5,0.37,3.9,7.5,0.51,0.51,1.7,2.0,0.81,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0
2018,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",28.0,NBA,C,79.0,0.0,16.9,2.4,4.9,0.48,0.2,0.8,0.31,2.1,4.1,0.51,0.5,1.0,1.3,0.78,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9
2019,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",29.0,NBA,C,76.0,2.0,13.6,2.5,5.0,0.5,0.3,0.7,0.34,2.2,4.2,0.53,0.53,1.2,1.4,0.83,1.1,3.0,4.1,0.9,0.6,0.5,0.8,1.8,6.4
2020,31,746,TOT,Total After Trade,Gorgui Dieng,"January 18, 1990",30.0,NBA,C,63.0,17.0,17.4,2.6,5.8,0.46,0.9,2.4,0.36,1.8,3.4,0.53,0.53,1.2,1.6,0.77,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4
2020,18,746,MIN,Minnesota Timberwolves,Gorgui Dieng,"January 18, 1990",30.0,NBA,C,46.0,17.0,16.9,2.7,6.0,0.45,1.0,2.6,0.38,1.7,3.4,0.5,0.53,1.0,1.3,0.8,1.6,4.0,5.6,1.3,0.8,0.9,1.0,1.9,7.4
2020,15,746,MEM,Memphis Grizzlies,Gorgui Dieng,"January 18, 1990",30.0,NBA,C,17.0,0.0,18.7,2.5,5.1,0.48,0.5,1.9,0.25,2.0,3.2,0.62,0.53,1.8,2.5,0.74,1.1,4.7,5.8,0.9,0.8,1.0,0.9,2.1,7.2
2021,15,746,MEM,Memphis Grizzlies,Gorgui Dieng,"January 18, 1990",31.0,NBA,C,21.0,1.0,17.3,2.5,4.8,0.52,1.0,2.0,0.49,1.5,2.8,0.55,0.63,1.6,1.9,0.87,1.3,3.2,4.5,1.3,0.8,0.7,1.0,1.8,7.7
