Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978,10.0,1112,GSW,Golden State Warriors,Rickey Green,"August 18, 1954",23.0,NBA,PG,76,,14.4,1.9,4.9,0.381,,,,1.9,4.9,0.381,0.381,0.7,1.2,0.6,0.6,0.9,1.5,2.0,0.8,0.0,1.0,1.3,4.5
1979,9.0,1112,DET,Detroit Pistons,Rickey Green,"August 18, 1954",24.0,NBA,PG,27,,16.0,2.5,6.6,0.379,,,,2.5,6.6,0.379,0.379,1.7,2.5,0.672,0.6,0.9,1.5,2.3,0.9,0.0,1.6,1.4,6.6
1981,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",26.0,NBA,PG,47,,27.8,3.7,7.8,0.481,0.0,0.0,0.0,3.7,7.8,0.482,0.481,1.5,2.1,0.722,0.6,1.8,2.5,5.0,1.6,0.0,1.8,2.6,9.0
1982,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",27.0,NBA,PG,81,73.0,34.8,6.2,12.5,0.493,0.0,0.1,0.0,6.2,12.4,0.497,0.493,2.5,3.3,0.765,1.0,2.0,3.0,7.8,2.3,0.1,2.4,2.3,14.8
1983,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",28.0,NBA,PG,78,78.0,35.7,5.9,12.1,0.493,0.0,0.2,0.154,5.9,11.9,0.497,0.494,2.4,3.0,0.797,0.8,2.1,2.9,8.9,2.8,0.1,2.8,2.0,14.3
1984,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",29.0,NBA,PG,81,81.0,34.2,5.4,11.2,0.486,0.0,0.2,0.118,5.4,11.0,0.493,0.487,2.4,2.9,0.821,0.7,2.1,2.8,9.2,2.7,0.2,2.1,1.9,13.2
1985,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",30.0,NBA,PG,77,77.0,31.6,4.9,10.4,0.477,0.1,0.3,0.3,4.9,10.1,0.482,0.481,3.0,3.5,0.869,0.5,2.0,2.5,7.8,1.7,0.0,2.3,1.7,13.0
1986,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",31.0,NBA,PG,80,44.0,25.2,4.5,9.5,0.471,0.1,0.4,0.172,4.4,9.1,0.483,0.474,2.7,3.1,0.852,0.4,1.3,1.7,5.1,1.3,0.1,1.7,1.6,11.7
1987,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",32.0,NBA,PG,81,80.0,25.8,3.7,8.0,0.467,0.1,0.2,0.368,3.6,7.7,0.47,0.473,2.1,2.6,0.827,0.5,1.5,2.0,6.7,1.4,0.0,1.6,1.3,9.6
1988,29.0,1112,UTA,Utah Jazz,Rickey Green,"August 18, 1954",33.0,NBA,PG,81,3.0,13.8,1.9,4.6,0.424,0.0,0.2,0.211,1.9,4.3,0.436,0.43,0.9,1.0,0.904,0.2,0.8,1.0,3.7,0.7,0.0,1.2,1.0,4.9
1989,31.0,1112,TOT,Total After Trade,Rickey Green,"August 18, 1954",34.0,NBA,PG,63,2.0,13.8,2.0,4.2,0.489,0.0,0.2,0.273,2.0,4.0,0.498,0.494,0.5,0.5,0.909,0.2,0.9,1.1,3.0,0.6,0.0,1.0,0.6,4.6
1989,,1112,CHH,None,Rickey Green,"August 18, 1954",34.0,NBA,PG,33,2.0,11.2,1.7,4.0,0.432,0.0,0.2,0.2,1.7,3.8,0.441,0.436,0.4,0.4,0.929,0.1,0.6,0.7,2.5,0.5,0.0,0.8,0.5,3.9
1989,17.0,1112,MIL,Milwaukee Bucks,Rickey Green,"August 18, 1954",34.0,NBA,PG,30,0.0,16.7,2.4,4.4,0.545,0.1,0.2,0.333,2.3,4.2,0.556,0.553,0.6,0.6,0.895,0.2,1.3,1.5,3.5,0.7,0.1,1.1,0.6,5.4
1990,12.0,1112,IND,Indiana Pacers,Rickey Green,"August 18, 1954",35.0,NBA,PG,69,0.0,13.4,1.4,3.3,0.433,0.0,0.2,0.091,1.4,3.2,0.45,0.435,0.6,0.7,0.843,0.1,0.7,0.8,2.6,0.7,0.0,0.9,0.9,3.5
1991,23.0,1112,PHI,Philadelphia 76Ers,Rickey Green,"August 18, 1954",36.0,NBA,PG,79,75.0,28.5,4.2,9.1,0.463,0.1,0.5,0.222,4.1,8.7,0.475,0.468,1.5,1.8,0.83,0.4,1.3,1.7,5.2,0.7,0.1,1.4,1.6,10.0
1992,2.0,1112,BOS,Boston Celtics,Rickey Green,"August 18, 1954",37.0,NBA,PG,26,0.0,14.1,1.8,4.0,0.447,0.0,0.2,0.25,1.7,3.8,0.455,0.451,0.5,0.7,0.722,0.1,0.8,0.9,2.6,0.7,0.0,0.7,1.1,4.1
