Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2000,6,1987,CLE,Cleveland Cavaliers,Andre Miller,"March 19, 1976",23.0,NBA,PG,82.0,36.0,2093.0,339.0,755.0,0.45,10.0,49.0,0.2,329.0,706.0,0.47,0.46,226.0,292.0,0.77,85.0,195.0,280.0,476.0,84.0,17.0,166.0,194.0,914.0,1.0
2001,6,1987,CLE,Cleveland Cavaliers,Andre Miller,"March 19, 1976",24.0,NBA,PG,82.0,82.0,2848.0,452.0,999.0,0.45,17.0,64.0,0.27,435.0,935.0,0.46,0.46,375.0,450.0,0.83,94.0,266.0,360.0,657.0,119.0,28.0,265.0,229.0,1296.0,0.0
2002,6,1987,CLE,Cleveland Cavaliers,Andre Miller,"March 19, 1976",25.0,NBA,PG,81.0,81.0,3023.0,474.0,1045.0,0.45,22.0,87.0,0.25,452.0,958.0,0.47,0.46,365.0,447.0,0.82,108.0,271.0,379.0,882.0,126.0,34.0,245.0,228.0,1335.0,3.0
2003,13,1987,LAC,Los Angeles Clippers,Andre Miller,"March 19, 1976",26.0,NBA,PG,80.0,80.0,2913.0,377.0,928.0,0.41,23.0,108.0,0.21,354.0,820.0,0.43,0.42,311.0,391.0,0.8,84.0,232.0,316.0,537.0,99.0,11.0,206.0,203.0,1088.0,1.0
2004,8,1987,DEN,Denver Nuggets,Andre Miller,"March 19, 1976",27.0,NBA,PG,82.0,82.0,2838.0,430.0,941.0,0.46,12.0,65.0,0.18,418.0,876.0,0.48,0.46,342.0,411.0,0.83,127.0,239.0,366.0,501.0,142.0,25.0,215.0,194.0,1214.0,1.0
2005,8,1987,DEN,Denver Nuggets,Andre Miller,"March 19, 1976",28.0,NBA,PG,82.0,82.0,2852.0,427.0,895.0,0.48,6.0,39.0,0.15,421.0,856.0,0.49,0.48,253.0,302.0,0.84,100.0,238.0,338.0,569.0,121.0,8.0,220.0,204.0,1113.0,0.0
2006,8,1987,DEN,Denver Nuggets,Andre Miller,"March 19, 1976",29.0,NBA,PG,82.0,82.0,2937.0,404.0,872.0,0.46,5.0,27.0,0.18,399.0,845.0,0.47,0.47,313.0,424.0,0.74,92.0,259.0,351.0,674.0,106.0,18.0,256.0,213.0,1126.0,0.0
2007,31,1987,TOT,Total After Trade,Andre Miller,"March 19, 1976",30.0,NBA,PG,80.0,79.0,2966.0,424.0,909.0,0.47,5.0,35.0,0.14,419.0,874.0,0.48,0.47,222.0,283.0,0.78,97.0,255.0,352.0,625.0,110.0,10.0,222.0,184.0,1075.0,1.0
2007,8,1987,DEN,Denver Nuggets,Andre Miller,"March 19, 1976",30.0,NBA,PG,23.0,23.0,822.0,117.0,248.0,0.47,4.0,16.0,0.25,113.0,232.0,0.49,0.48,62.0,85.0,0.73,25.0,79.0,104.0,209.0,37.0,4.0,70.0,58.0,300.0,0.0
2007,23,1987,PHI,Philadelphia 76Ers,Andre Miller,"March 19, 1976",30.0,NBA,PG,57.0,56.0,2144.0,307.0,661.0,0.46,1.0,19.0,0.05,306.0,642.0,0.48,0.46,160.0,198.0,0.81,72.0,176.0,248.0,416.0,73.0,6.0,152.0,126.0,775.0,1.0
2008,23,1987,PHI,Philadelphia 76Ers,Andre Miller,"March 19, 1976",31.0,NBA,PG,82.0,82.0,3016.0,569.0,1156.0,0.49,3.0,34.0,0.09,566.0,1122.0,0.5,0.49,257.0,333.0,0.77,95.0,229.0,324.0,565.0,105.0,6.0,206.0,181.0,1398.0,0.0
2009,23,1987,PHI,Philadelphia 76Ers,Andre Miller,"March 19, 1976",32.0,NBA,PG,82.0,82.0,2976.0,492.0,1041.0,0.47,15.0,53.0,0.28,477.0,988.0,0.48,0.48,338.0,409.0,0.83,123.0,245.0,368.0,534.0,109.0,14.0,199.0,196.0,1337.0,2.0
