SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2013,5,CHI,Jimmy Butler,23,12,12,490,5.6,12.9,0.44,1.7,4.1,0.4,3.9,8.7,0.45,5.0,6.2,0.82,1.0,5.9,7.0,3.6,1.7,0.7,1.8,2.9,17.9,,117,111
2013,5,CHI,Carlos Boozer,31,12,12,431,10.6,21.4,0.49,0.0,0.1,0.0,10.6,21.3,0.5,4.0,5.7,0.69,4.5,10.2,14.7,2.3,1.3,0.1,3.7,4.6,25.1,,102,109
2013,5,CHI,Joakim Noah,27,12,12,409,7.0,16.0,0.44,0.0,0.0,,7.0,16.0,0.44,3.4,5.2,0.64,7.0,8.5,15.4,3.8,1.3,3.5,3.2,5.8,17.3,,102,106
2013,5,CHI,Nate Robinson,28,12,8,404,9.7,22.2,0.44,3.0,8.8,0.34,6.7,13.3,0.5,4.2,5.6,0.76,0.8,3.5,4.4,7.2,1.6,0.3,4.4,5.2,26.5,,104,112
2013,5,CHI,Marco Belinelli,26,12,7,325,7.4,18.1,0.41,2.7,7.9,0.34,4.7,10.1,0.47,4.9,5.6,0.88,0.0,5.9,5.9,5.2,0.8,0.0,2.5,4.4,22.5,,110,113
2013,5,CHI,Luol Deng,27,5,5,224,7.8,20.6,0.38,0.2,4.4,0.06,7.6,16.2,0.47,1.0,2.5,0.4,1.2,8.1,9.3,4.7,1.2,0.7,2.9,2.9,16.9,,83,110
2013,5,CHI,Taj Gibson,27,12,0,206,8.3,17.6,0.47,0.0,0.5,0.0,8.3,17.1,0.48,4.3,5.9,0.73,4.0,5.6,9.6,1.1,1.1,1.6,2.4,9.9,20.8,,104,111
2013,5,CHI,Kirk Hinrich,32,4,4,162,5.4,12.5,0.43,1.4,3.7,0.36,4.1,8.8,0.46,3.1,4.7,0.64,0.3,3.4,3.7,7.8,2.7,0.3,2.7,4.7,15.3,,107,110
2013,5,CHI,Nazr Mohammed,35,12,0,114,10.1,19.8,0.51,0.0,0.0,,10.1,19.8,0.51,1.9,3.4,0.57,6.7,8.7,15.4,1.9,1.0,3.4,1.4,7.2,22.2,,114,107
2013,5,CHI,Marquis Teague,19,8,0,72,3.8,13.0,0.29,0.0,3.8,0.0,3.8,9.2,0.42,0.0,0.0,,0.0,2.3,2.3,9.2,1.5,0.8,1.5,7.6,7.6,,83,113
2013,5,CHI,Richard Hamilton,34,4,0,68,8.1,21.8,0.37,2.4,5.7,0.43,5.7,16.2,0.35,2.4,3.2,0.75,0.0,2.4,2.4,4.0,0.8,1.6,4.0,4.0,21.0,,86,113
2013,5,CHI,Daequan Cook,25,6,0,36,1.5,15.3,0.1,1.5,12.2,0.12,0.0,3.1,0.0,0.0,0.0,,0.0,4.6,4.6,6.1,1.5,0.0,6.1,9.2,4.6,,38,112
2013,5,CHI,Vladimir RadmanoviA,32,1,0,10,16.5,16.5,1.0,16.5,16.5,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.5,11.0,0.0,5.5,5.5,49.4,,172,95
2013,5,CHI,Malcolm Thomas,24,3,0,6,9.2,18.3,0.5,0.0,0.0,,9.2,18.3,0.5,9.2,45.8,0.2,36.6,0.0,36.6,0.0,0.0,0.0,0.0,0.0,27.5,,106,119
