PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Chris Paul,27,6,6,224,11.9,22.4,0.5329999999999999,1.5,4.6,0.316,10.5,17.8,0.589,8.0,9.0,0.892,0.7,5.1,5.8,9.2,2.7,0.0,2.2,4.1,33.3,,132,113
Matt Barnes,32,6,0,162,8.1,14.8,0.545,2.4,5.7,0.41200000000000003,5.7,9.1,0.63,5.4,6.4,0.8420000000000001,2.4,7.7,10.1,1.0,1.3,0.7,1.7,7.7,23.9,,131,113
Jamal Crawford,32,6,0,161,8.1,21.0,0.387,2.0,7.4,0.273,6.1,13.5,0.45,3.7,3.7,1.0,0.7,3.4,4.1,3.4,1.0,0.3,1.4,3.0,22.0,,104,117
Blake Griffin,23,6,5,158,10.0,22.1,0.45299999999999996,0.0,0.0,,10.0,22.1,0.45299999999999996,7.2,9.0,0.8079999999999999,2.8,8.6,11.4,5.2,0.0,1.7,4.5,8.3,27.3,,103,114
DeAndre Jordan,24,6,6,144,3.8,8.3,0.455,0.0,0.0,,3.8,8.3,0.455,0.8,3.4,0.222,5.7,8.7,14.4,0.4,0.4,3.8,3.4,6.8,8.3,,84,111
Caron Butler,32,6,6,136,8.8,18.4,0.478,1.6,6.4,0.25,7.2,12.0,0.6,1.2,1.2,1.0,0.4,6.0,6.4,0.0,0.8,0.8,2.4,4.4,20.4,,97,115
Chauncey Billups,36,6,6,115,5.2,17.1,0.306,2.8,8.1,0.353,2.4,9.0,0.263,4.3,5.2,0.818,0.9,4.7,5.7,2.8,0.5,0.5,3.8,4.7,17.5,,87,117
Lamar Odom,33,6,1,107,5.6,15.3,0.36700000000000005,2.5,7.1,0.35700000000000004,3.1,8.2,0.375,1.5,3.1,0.5,2.0,9.7,11.7,5.6,2.5,2.5,5.1,8.2,15.3,,86,108
Eric Bledsoe,23,6,0,97,8.4,16.9,0.5,0.6,5.1,0.111,7.9,11.8,0.667,4.5,6.7,0.667,1.1,7.3,8.4,10.1,1.1,1.7,2.8,5.6,21.9,,116,113
Ronny Turiaf,30,5,0,59,6.5,9.2,0.7,0.0,0.0,,6.5,9.2,0.7,1.8,3.7,0.5,3.7,3.7,7.4,0.0,0.9,2.8,1.8,12.9,14.8,,123,114
Ryan Hollins,28,5,0,37,7.4,13.3,0.556,0.0,0.0,,7.4,13.3,0.556,1.5,2.9,0.5,4.4,2.9,7.4,2.9,0.0,2.9,2.9,14.7,16.2,,108,116
Willie Green,31,3,0,20,5.5,8.2,0.667,0.0,2.7,0.0,5.5,5.5,1.0,5.5,5.5,1.0,0.0,8.2,8.2,5.5,2.7,0.0,0.0,0.0,16.4,,171,111
Grant Hill,40,1,0,20,5.5,10.9,0.5,0.0,0.0,,5.5,10.9,0.5,0.0,0.0,,5.5,5.5,10.9,5.5,0.0,0.0,2.7,13.6,10.9,,109,118
