Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2014,22,2200,ORL,Orlando Magic,Victor Oladipo,"May 4, 1992",21.0,NBA,PG,80.0,44.0,2487.0,8.1,19.3,0.42,1.5,4.7,0.33,6.6,14.6,0.45,5.1,6.6,0.78,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,94.0,106.0
2015,22,2200,ORL,Orlando Magic,Victor Oladipo,"May 4, 1992",22.0,NBA,SG,72.0,71.0,2573.0,9.4,21.6,0.44,1.7,4.9,0.34,7.7,16.7,0.46,5.2,6.4,0.82,1.0,5.0,6.0,5.9,2.4,0.4,4.1,3.7,25.7,101.0,108.0
2016,22,2200,ORL,Orlando Magic,Victor Oladipo,"May 4, 1992",23.0,NBA,SG,72.0,52.0,2379.0,8.9,20.4,0.44,2.1,5.9,0.35,6.9,14.5,0.48,4.3,5.2,0.83,1.0,6.2,7.3,5.9,2.4,1.1,3.2,3.7,24.2,105.0,106.0
2017,21,2200,OKC,Oklahoma City Thunder,Victor Oladipo,"May 4, 1992",24.0,NBA,SG,67.0,67.0,2222.0,9.1,20.6,0.44,2.8,7.8,0.36,6.3,12.8,0.49,2.6,3.4,0.75,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106.0,109.0
2018,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",25.0,NBA,SG,75.0,75.0,2552.0,12.5,26.3,0.48,3.2,8.5,0.37,9.4,17.8,0.53,5.8,7.2,0.8,0.9,6.7,7.6,6.3,3.5,1.1,4.3,3.4,34.0,110.0,104.0
2019,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",26.0,NBA,SG,36.0,36.0,1147.0,10.6,25.1,0.42,3.2,9.2,0.34,7.5,15.9,0.47,4.4,6.0,0.73,0.9,7.7,8.6,7.9,2.6,0.5,3.5,3.1,28.8,104.0,105.0
2020,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",27.0,NBA,SG,19.0,16.0,528.0,8.9,22.6,0.39,3.0,9.6,0.32,5.9,13.0,0.45,4.4,5.4,0.81,0.8,6.1,6.9,5.1,1.6,0.4,4.3,3.3,25.3,94.0,110.0
2021,31,2200,TOT,Total After Trade,Victor Oladipo,"May 4, 1992",28.0,NBA,SG,20.0,20.0,640.0,10.4,25.9,0.4,3.6,10.9,0.33,6.8,15.1,0.45,4.0,5.4,0.74,0.3,7.4,7.7,6.8,2.0,0.6,3.3,3.6,28.4,99.0,109.0
2021,12,2200,IND,Indiana Pacers,Victor Oladipo,"May 4, 1992",28.0,NBA,SG,9.0,9.0,300.0,10.3,24.4,0.42,4.0,11.1,0.36,6.3,13.3,0.47,4.3,5.9,0.73,0.2,8.0,8.2,6.1,2.4,0.3,2.9,3.7,28.9,104.0,110.0
2021,11,2200,HOU,Houston Rockets,Victor Oladipo,"May 4, 1992",28.0,NBA,SG,11.0,11.0,340.0,10.5,27.3,0.39,3.2,10.7,0.3,7.3,16.6,0.44,3.7,5.0,0.75,0.4,6.9,7.3,7.5,1.7,0.8,3.6,3.5,28.0,96.0,109.0
