Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2853,34,0,7.55,0.7,2.4,0.29,0.5,1.55,0.32,0.25,0.85,0.29,0.4,0.3,0.45,0.67,0.15,0.3,0.45,0.35,0.35,0.1,0.3,0.95,2.2
