Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,25.0,BOS,NBA,PG,18.0,1.0,107.0,2.0,7.4,0.273,0.0,3.7,0.0,2.0,3.7,0.545,2.4,3.0,0.778,1.3,2.4,3.7,4.0,1.0,0.7,3.0,5.0,6.4
2019,26.0,NYK,NBA,PG,19.0,1.0,416.0,5.6,12.2,0.461,1.5,3.1,0.472,4.2,9.1,0.457,3.6,4.7,0.778,0.7,3.7,4.4,6.6,1.4,0.3,2.3,4.0,16.4
2020,27.0,NYK,NBA,PG,10.0,0.0,117.0,5.8,13.5,0.432,1.5,4.9,0.313,4.3,8.6,0.5,2.2,3.4,0.636,0.6,2.2,2.8,6.5,1.5,0.6,2.5,2.2,15.4
