Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2445,Clint Richardson,1956-08-07,586.0,11818.0,10.92,0.5,0.01,0.13,5.3,7.43,6.39,16.48,1.45,0.52,15.65,16.81,0.65,1.44,16.7,0.07,-1.38,-0.23,-1.59,0.2
