Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,27,2120,SAS,San Antonio Spurs,Gary Neal,"October 3, 1984",26.0,NBA,SG,80.0,1685.0,13.1,0.58,0.49,0.16,1.5,11.8,6.8,9.1,0.8,0.2,10.3,20.6,2.1,1.4,3.5,0.1,0.5,-0.8,-0.3,0.7
2012,27,2120,SAS,San Antonio Spurs,Gary Neal,"October 3, 1984",27.0,NBA,SG,56.0,1206.0,14.2,0.54,0.41,0.13,1.2,9.9,5.6,15.1,1.2,0.1,10.5,21.7,1.6,0.9,2.5,0.1,0.7,-0.8,-0.1,0.6
2013,27,2120,SAS,San Antonio Spurs,Gary Neal,"October 3, 1984",28.0,NBA,SG,68.0,1484.0,11.5,0.51,0.42,0.12,1.1,9.6,5.6,13.5,1.0,0.1,9.9,21.7,0.4,1.5,1.9,0.06,-1.2,-0.9,-2.0,0.0
2014,31,2120,TOT,Total After Trade,Gary Neal,"October 3, 1984",29.0,NBA,SG,52.0,1114.0,12.5,0.53,0.38,0.22,1.0,8.3,4.6,13.0,0.8,0.0,11.0,23.8,0.6,0.3,1.0,0.04,-0.7,-2.3,-3.0,-0.3
2014,17,2120,MIL,Milwaukee Bucks,Gary Neal,"October 3, 1984",29.0,NBA,SG,30.0,607.0,11.2,0.5,0.4,0.2,1.5,8.2,4.7,13.4,0.6,0.0,11.5,25.3,0.0,-0.1,-0.2,-0.01,-0.6,-3.6,-4.2,-0.3
2014,4,2120,CHA,Charlotte Bobcats,Gary Neal,"October 3, 1984",29.0,NBA,SG,22.0,507.0,14.0,0.57,0.36,0.26,0.4,8.5,4.5,12.6,1.1,0.0,10.4,22.0,0.6,0.5,1.1,0.1,-0.9,-0.7,-1.6,0.0
2015,31,2120,TOT,Total After Trade,Gary Neal,"October 3, 1984",30.0,NBA,SG,54.0,1193.0,11.1,0.48,0.33,0.27,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,-0.2,0.8,0.6,0.02,-2.1,-1.3,-3.4,-0.5
2015,4,2120,CHO,Charlotte Hornets,Gary Neal,"October 3, 1984",30.0,NBA,SG,43.0,931.0,9.9,0.47,0.33,0.26,1.6,9.7,5.6,14.9,0.9,0.1,11.0,24.4,-0.6,0.7,0.1,0.01,-2.7,-1.5,-4.3,-0.6
2015,18,2120,MIN,Minnesota Timberwolves,Gary Neal,"October 3, 1984",30.0,NBA,SG,11.0,262.0,15.1,0.54,0.3,0.31,0.0,15.8,7.6,13.1,1.4,0.0,7.7,21.8,0.4,0.0,0.4,0.08,0.2,-0.7,-0.5,0.1
2016,30,2120,WAS,Washington Wizards,Gary Neal,"October 3, 1984",31.0,NBA,SG,40.0,807.0,13.5,0.56,0.31,0.17,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,0.9,0.5,1.4,0.08,-0.1,-1.3,-1.5,0.1
2017,1,2120,ATL,Atlanta Hawks,Gary Neal,"October 3, 1984",32.0,NBA,SG,2.0,18.0,-4.3,0.23,0.29,0.57,0.0,6.0,3.1,7.1,0.0,0.0,0.0,21.2,-0.1,0.0,-0.1,-0.19,-10.6,-5.4,-15.9,-0.1
