Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1981,26,KCK,Kansas City Kings,Otis Birdsong,25,71,,36.5,10.0,18.4,0.54,0.1,0.5,0.29,9.9,17.9,0.55,0.55,4.5,6.4,0.7,1.7,2.0,3.6,3.3,1.3,0.3,2.4,2.4,24.6
1981,26,KCK,Kansas City Kings,Scott Wedman,28,81,,35.8,8.5,17.7,0.48,0.3,1.0,0.32,8.1,16.8,0.48,0.48,1.7,2.5,0.69,1.6,3.8,5.3,2.8,1.2,0.6,2.0,3.6,19.0
1981,26,KCK,Kansas City Kings,Phil Ford,24,66,,34.7,6.4,13.4,0.48,0.2,0.5,0.31,6.3,12.9,0.48,0.48,4.5,5.4,0.83,0.4,1.5,1.9,8.8,1.5,0.1,3.7,2.9,17.5
1981,26,KCK,Kansas City Kings,Reggie King,23,81,,33.9,5.8,10.7,0.54,0.0,0.0,,5.8,10.7,0.54,0.54,3.3,4.8,0.68,2.9,6.8,9.7,1.5,1.3,0.5,2.0,2.8,14.9
1981,26,KCK,Kansas City Kings,Sam Lacey,32,82,,27.2,2.9,6.5,0.44,0.0,0.1,0.2,2.9,6.5,0.44,0.44,1.1,1.4,0.79,1.6,5.5,7.1,4.9,1.2,1.5,2.2,3.7,6.9
1981,26,KCK,Kansas City Kings,Joe Meriweather,27,74,,20.5,2.8,5.6,0.5,0.0,0.0,,2.8,5.6,0.5,0.5,2.0,2.9,0.7,1.7,3.6,5.3,1.0,0.4,1.1,1.7,3.0,7.6
1981,26,KCK,Kansas City Kings,Ernie Grunfeld,25,79,,20.1,3.3,6.2,0.54,0.0,0.0,,3.3,6.2,0.54,0.54,0.9,1.3,0.74,0.4,2.2,2.6,2.6,0.8,0.2,1.1,2.0,7.5
1981,26,KCK,Kansas City Kings,Jo Jo White,34,13,,18.2,2.8,6.3,0.44,0.0,0.0,,2.8,6.3,0.44,0.44,0.8,1.4,0.61,0.2,1.4,1.6,2.8,0.8,0.1,1.4,1.6,6.4
1981,26,KCK,Kansas City Kings,Leon Douglas,26,79,,17.2,2.3,4.1,0.57,0.0,0.0,0.0,2.3,4.1,0.58,0.57,1.3,2.4,0.55,1.9,3.0,4.9,0.9,0.3,0.5,1.1,3.2,6.0
1981,26,KCK,Kansas City Kings,Hawkeye Whitney,23,47,,16.6,3.2,6.5,0.49,0.0,0.1,0.33,3.1,6.4,0.49,0.49,1.1,1.4,0.77,0.6,1.6,2.3,1.4,1.0,0.1,1.0,2.1,7.4
1981,26,KCK,Kansas City Kings,Lloyd Walton,27,61,,13.5,1.5,3.6,0.41,0.0,0.0,0.0,1.5,3.6,0.42,0.41,0.4,0.5,0.79,0.2,0.6,0.8,3.4,0.5,0.0,1.3,0.7,3.4
1981,26,KCK,Kansas City Kings,John Lambert,28,43,,11.0,1.5,3.7,0.41,0.0,0.0,0.0,1.5,3.7,0.41,0.41,0.4,0.5,0.78,0.6,1.5,2.1,0.6,0.3,0.1,0.4,1.7,3.4
1981,26,KCK,Kansas City Kings,Frankie Sanders,24,23,,8.1,1.5,3.3,0.44,0.0,0.0,,1.5,3.3,0.44,0.44,0.9,1.0,0.91,0.3,0.7,0.9,0.7,0.7,0.0,0.9,0.9,3.8
1981,26,KCK,Kansas City Kings,Gus Gerard,27,16,,7.7,1.2,3.2,0.37,0.0,0.2,0.0,1.2,3.0,0.4,0.37,1.2,1.8,0.66,0.8,1.0,1.8,0.4,0.2,0.4,0.4,1.5,3.6
