Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,23,115,PHI,Philadelphia 76Ers,21.0,NBA,SG,14.0,2.0,234.0,22.0,74.0,0.3,0.0,0.0,,22.0,74.0,0.3,0.3,8.0,11.0,0.73,6.0,16.0,22.0,33.0,10.0,6.0,12.0,12.0,52.0
1991,10,115,GSW,Golden State Warriors,24.0,NBA,SG,7.0,0.0,85.0,12.0,25.0,0.48,0.0,0.0,,12.0,25.0,0.48,0.48,9.0,11.0,0.82,7.0,4.0,11.0,13.0,2.0,0.0,6.0,21.0,33.0
1992,10,115,GSW,Golden State Warriors,25.0,NBA,SG,80.0,10.0,1496.0,193.0,379.0,0.51,1.0,10.0,0.1,192.0,369.0,0.52,0.51,111.0,160.0,0.69,89.0,144.0,233.0,188.0,47.0,23.0,84.0,128.0,498.0
1993,31,115,TOT,Total After Trade,26.0,NBA,SG,73.0,4.0,1129.0,152.0,309.0,0.49,2.0,6.0,0.33,150.0,303.0,0.5,0.5,105.0,149.0,0.7,62.0,99.0,161.0,122.0,40.0,19.0,69.0,135.0,411.0
1993,26,115,SAC,Sacramento Kings,26.0,NBA,SG,9.0,0.0,76.0,8.0,17.0,0.47,0.0,0.0,,8.0,17.0,0.47,0.47,11.0,15.0,0.73,7.0,4.0,11.0,5.0,2.0,1.0,8.0,11.0,27.0
1993,21,115,SEA,Seattle Supersonics,26.0,NBA,SG,64.0,4.0,1053.0,144.0,292.0,0.49,2.0,6.0,0.33,142.0,286.0,0.5,0.5,94.0,134.0,0.7,55.0,95.0,150.0,117.0,38.0,18.0,61.0,124.0,384.0
1994,21,115,SEA,Seattle Supersonics,27.0,NBA,SG,80.0,3.0,1690.0,273.0,567.0,0.48,6.0,31.0,0.19,267.0,536.0,0.5,0.49,175.0,211.0,0.83,60.0,124.0,184.0,194.0,73.0,19.0,70.0,145.0,727.0
1995,21,115,SEA,Seattle Supersonics,28.0,NBA,SG,71.0,1.0,1721.0,248.0,504.0,0.49,31.0,94.0,0.33,217.0,410.0,0.53,0.52,176.0,238.0,0.74,65.0,116.0,181.0,176.0,49.0,13.0,85.0,191.0,703.0
1996,21,115,SEA,Seattle Supersonics,29.0,NBA,SG,69.0,2.0,1725.0,215.0,436.0,0.49,29.0,86.0,0.34,186.0,350.0,0.53,0.53,123.0,161.0,0.76,65.0,153.0,218.0,163.0,47.0,15.0,96.0,178.0,582.0
1997,31,115,TOT,Total After Trade,30.0,NBA,SG,43.0,0.0,838.0,81.0,186.0,0.44,7.0,24.0,0.29,74.0,162.0,0.46,0.45,70.0,88.0,0.8,25.0,73.0,98.0,90.0,17.0,6.0,46.0,123.0,239.0
1997,3,115,NJN,New Jersey Nets,30.0,NBA,SG,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1997,12,115,IND,Indiana Pacers,30.0,NBA,SG,41.0,0.0,822.0,79.0,183.0,0.43,7.0,24.0,0.29,72.0,159.0,0.45,0.45,68.0,86.0,0.79,25.0,73.0,98.0,90.0,17.0,6.0,42.0,122.0,233.0
1997,8,115,DEN,Denver Nuggets,30.0,NBA,SG,1.0,0.0,9.0,2.0,3.0,0.67,0.0,0.0,,2.0,3.0,0.67,0.67,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0
1998,25,115,POR,Portland Trail Blazers,31.0,NBA,SG,30.0,5.0,443.0,19.0,54.0,0.35,0.0,2.0,0.0,19.0,52.0,0.36,0.35,28.0,39.0,0.72,21.0,47.0,68.0,38.0,19.0,5.0,35.0,39.0,66.0
