Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1996,24,476,PHO,Phoenix Suns,Chris Carr,"March 12, 1974",21.0,NBA,SG,60.0,10.0,590.0,7.9,18.9,0.42,1.0,3.7,0.26,6.9,15.3,0.45,4.3,5.2,0.82,2.4,6.5,8.9,3.8,0.9,0.4,3.5,6.7,20.9,98.0,112.0
1997,18,476,MIN,Minnesota Timberwolves,Chris Carr,"March 12, 1974",22.0,NBA,SG,55.0,10.0,830.0,8.0,17.3,0.46,2.0,5.6,0.35,6.0,11.7,0.51,3.6,4.7,0.77,2.0,5.2,7.2,3.1,1.5,0.6,2.4,5.9,21.5,110.0,109.0
1998,18,476,MIN,Minnesota Timberwolves,Chris Carr,"March 12, 1974",23.0,NBA,SG,51.0,40.0,1165.0,8.5,20.1,0.42,1.8,5.7,0.32,6.7,14.5,0.46,3.7,4.4,0.85,1.9,5.0,6.9,3.8,0.8,0.5,3.1,5.7,22.4,102.0,111.0
1999,31,476,TOT,Total After Trade,Chris Carr,"March 12, 1974",24.0,NBA,SG,39.0,4.0,445.0,9.0,24.2,0.37,3.3,8.9,0.37,5.7,15.3,0.37,3.2,4.7,0.68,2.7,5.7,8.4,2.7,0.9,0.2,3.3,5.3,24.4,95.0,107.0
1999,18,476,MIN,Minnesota Timberwolves,Chris Carr,"March 12, 1974",24.0,NBA,SG,11.0,2.0,81.0,5.9,16.9,0.35,2.0,5.9,0.33,3.9,11.1,0.35,1.3,2.6,0.5,0.0,7.8,7.8,4.6,0.7,0.7,2.6,5.9,15.0,85.0,103.0
1999,3,476,NJN,New Jersey Nets,Chris Carr,"March 12, 1974",24.0,NBA,SG,28.0,2.0,364.0,9.7,25.8,0.37,3.6,9.5,0.38,6.1,16.3,0.37,3.6,5.2,0.69,3.3,5.2,8.5,2.3,1.0,0.1,3.5,5.2,26.5,96.0,108.0
2000,31,476,TOT,Total After Trade,Chris Carr,"March 12, 1974",25.0,NBA,"SF,SG",57.0,2.0,1166.0,9.0,22.7,0.4,1.5,4.6,0.32,7.5,18.1,0.42,4.9,5.7,0.86,1.9,6.0,7.9,3.8,1.4,0.7,5.4,5.2,24.3,89.0,106.0
2000,10,476,GSW,Golden State Warriors,Chris Carr,"March 12, 1974",25.0,NBA,SG,7.0,0.0,74.0,7.5,22.4,0.33,0.7,5.4,0.12,6.8,17.0,0.4,10.9,12.9,0.84,3.4,5.4,8.8,2.0,0.0,0.7,3.4,8.2,26.5,100.0,113.0
2000,5,476,CHI,Chicago Bulls,Chris Carr,"March 12, 1974",25.0,NBA,SF,50.0,2.0,1092.0,9.1,22.8,0.4,1.5,4.6,0.33,7.6,18.2,0.42,4.5,5.2,0.86,1.8,6.1,7.9,4.0,1.5,0.7,5.5,5.0,24.2,89.0,106.0
2001,2,476,BOS,Boston Celtics,Chris Carr,"March 12, 1974",26.0,NBA,SG,35.0,0.0,309.0,8.9,18.8,0.47,2.9,6.2,0.46,6.0,12.6,0.48,7.7,10.1,0.77,1.8,5.5,7.4,1.8,0.7,0.5,3.2,7.6,28.4,113.0,107.0
