Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2277,Anthony Peeler,"November 25, 1969",865.0,21657.0,13.13,0.52,0.33,0.32,3.32,8.65,5.99,15.53,2.08,0.43,11.53,18.83,19.5,13.5,33.5,0.07,-0.2,-0.29,-0.49,0.51
