Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1992,18,1772,MIN,Minnesota Timberwolves,23.0,NBA,C,66.0,3.0,991.0,5.8,12.7,0.46,0.0,0.0,,5.8,12.7,0.46,2.7,4.1,0.66,3.4,9.7,13.1,2.7,1.8,3.3,4.2,8.0,14.3,,90.0,107.0
1993,18,1772,MIN,Minnesota Timberwolves,24.0,NBA,C,55.0,25.0,1045.0,6.5,14.3,0.46,0.0,0.0,,6.5,14.3,0.46,2.6,3.6,0.72,3.5,8.3,11.7,2.5,2.3,3.8,4.3,8.3,15.6,,89.0,106.0
1994,31,1772,TOT,Total After Trade,25.0,NBA,C,76.0,46.0,1502.0,7.5,15.9,0.47,0.0,0.0,0.0,7.5,15.8,0.47,3.1,4.3,0.72,4.4,10.4,14.8,3.7,1.5,2.7,4.1,7.4,18.0,,98.0,103.0
1994,18,1772,MIN,Minnesota Timberwolves,25.0,NBA,C,49.0,29.0,989.0,6.9,14.8,0.46,0.0,0.1,0.0,6.9,14.8,0.46,2.9,4.1,0.7,4.5,10.7,15.1,2.4,1.8,3.0,4.0,6.7,16.6,,94.0,104.0
1994,5,1772,CHI,Chicago Bulls,25.0,NBA,C,27.0,17.0,513.0,8.7,17.9,0.48,0.0,0.0,,8.7,17.9,0.48,3.5,4.6,0.76,4.3,9.8,14.0,6.4,1.0,2.1,4.1,8.7,20.8,,105.0,101.0
1995,5,1772,CHI,Chicago Bulls,26.0,NBA,C,55.0,0.0,1001.0,7.0,15.7,0.45,0.0,0.1,0.0,7.0,15.6,0.45,4.6,5.6,0.82,4.3,9.4,13.7,3.8,1.3,2.3,4.5,9.2,18.7,,100.0,102.0
1996,5,1772,CHI,Chicago Bulls,27.0,NBA,C,62.0,62.0,1641.0,7.8,16.1,0.48,0.0,0.0,,7.8,16.1,0.48,2.6,3.3,0.78,3.3,6.9,10.2,3.8,0.7,2.7,3.7,7.2,18.1,,103.0,102.0
1997,5,1772,CHI,Chicago Bulls,28.0,NBA,C,59.0,59.0,1472.0,8.0,17.6,0.46,0.0,0.1,0.0,8.0,17.5,0.46,3.4,4.3,0.79,4.4,7.6,12.0,5.1,0.8,2.4,4.0,6.9,19.5,,103.0,102.0
1998,5,1772,CHI,Chicago Bulls,29.0,NBA,C,58.0,58.0,1703.0,8.8,19.3,0.46,0.0,0.0,,8.8,19.3,0.46,3.5,4.7,0.74,3.6,7.2,10.8,5.1,1.1,2.0,4.1,6.5,21.0,,99.0,100.0
1999,24,1772,PHO,Phoenix Suns,30.0,NBA,C,39.0,39.0,933.0,8.0,16.6,0.48,0.0,0.0,,8.0,16.6,0.48,3.4,4.3,0.78,3.4,9.3,12.6,2.6,1.3,1.2,3.0,6.8,19.4,,101.0,102.0
2001,20,1772,NYK,New York Knicks,32.0,NBA,C,25.0,2.0,301.0,3.3,9.9,0.33,0.0,0.0,,3.3,9.9,0.33,2.4,3.1,0.76,4.8,7.4,12.1,1.3,0.6,1.7,4.0,9.4,9.0,,78.0,99.0
