SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,24,PHO,Phoenix Suns,82,243.4,41.8,87.4,0.48,10.2,25.6,0.4,31.6,61.8,0.51,14.5,18.0,0.81,9.5,32.3,41.8,26.6,6.7,5.0,13.3,20.5,108.4
2006,21,SEA,Seattle Supersonics,82,241.8,37.5,81.8,0.46,7.4,19.9,0.37,30.1,62.0,0.49,20.1,25.7,0.78,12.4,27.2,39.6,20.7,7.6,3.7,14.7,23.6,102.6
2006,30,WAS,Washington Wizards,82,241.8,36.3,81.2,0.45,6.1,17.0,0.36,30.2,64.2,0.47,23.0,30.4,0.76,12.6,28.6,41.2,18.6,8.0,4.1,13.9,22.6,101.7
2006,28,TOR,Toronto Raptors,82,243.4,36.7,81.0,0.45,7.4,19.8,0.38,29.3,61.2,0.48,20.2,25.5,0.79,10.5,27.9,38.5,19.4,6.5,3.3,13.1,24.0,101.1
2006,8,DEN,Denver Nuggets,82,243.0,37.5,81.4,0.46,4.3,13.1,0.32,33.3,68.2,0.49,21.0,28.2,0.74,11.0,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3
2006,16,MIA,Miami Heat,82,240.9,37.1,77.5,0.48,6.1,17.6,0.34,31.0,59.9,0.52,19.7,28.2,0.7,10.5,32.6,43.1,20.6,6.4,5.4,14.5,22.8,99.9
2006,14,LAL,Los Angeles Lakers,82,242.1,36.5,80.6,0.45,6.7,19.3,0.35,29.8,61.3,0.49,19.7,26.5,0.74,11.8,30.3,42.2,21.1,7.7,4.3,13.9,23.1,99.4
2006,23,PHI,Philadelphia 76Ers,82,242.7,36.6,79.8,0.46,4.6,12.6,0.36,32.0,67.3,0.48,21.6,28.4,0.76,10.6,29.6,40.2,20.2,7.9,4.9,14.1,20.9,99.4
2006,7,DAL,Dallas Mavericks,82,242.4,36.0,77.7,0.46,5.1,13.6,0.37,30.9,64.2,0.48,22.2,28.3,0.78,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1
2006,26,SAC,Sacramento Kings,82,241.8,36.0,79.3,0.45,6.0,17.2,0.35,30.0,62.1,0.48,20.8,26.5,0.78,10.4,30.2,40.5,22.3,7.4,3.6,14.6,20.4,98.9
2006,10,GSW,Golden State Warriors,82,241.8,35.8,82.7,0.43,7.6,22.3,0.34,28.2,60.4,0.47,19.2,26.7,0.72,12.0,30.3,42.3,20.7,7.4,4.4,14.1,23.7,98.5
2006,2,BOS,Boston Celtics,82,242.4,36.0,77.1,0.47,5.7,15.7,0.36,30.3,61.4,0.49,20.3,26.9,0.76,9.9,29.7,39.6,20.9,7.0,5.1,16.6,24.8,98.0
