Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1982,14,LAL,Los Angeles Lakers,33,Kareem Abdul-Jabbar,C,7-2,225,1947-04-16,US,12,UCLA
1982,14,LAL,Los Angeles Lakers,8,Jim Brewer,PF,6-9,210,1951-12-03,US,8,Minnesota
1982,14,LAL,Los Angeles Lakers,21,Michael Cooper,SG,6-5,170,1956-04-15,US,3,New Mexico
1982,14,LAL,Los Angeles Lakers,34,Clay Johnson,SG,6-4,175,1956-07-18,US,R,Missouri
1982,14,LAL,Los Angeles Lakers,32,Magic Johnson,SG,6-9,215,1959-08-14,US,2,Michigan State
1982,14,LAL,Los Angeles Lakers,5,Eddie Jordan,PG,6-1,170,1955-01-29,US,4,Rutgers University
1982,14,LAL,Los Angeles Lakers,41,Mitch Kupchak,PF,6-9,230,1954-05-24,US,5,UNC
1982,14,LAL,Los Angeles Lakers,54,Mark Landsberger,PF,6-8,215,1955-05-21,US,4,"Minnesota, Arizona State"
1982,14,LAL,Los Angeles Lakers,11,Bob McAdoo,C,6-9,210,1951-09-25,US,9,UNC
1982,14,LAL,Los Angeles Lakers,40,Mike McGee,SF,6-5,190,1959-07-29,US,R,Michigan
1982,14,LAL,Los Angeles Lakers,30,Kevin McKenna,SG,6-5,195,1959-01-08,US,R,Creighton
1982,14,LAL,Los Angeles Lakers,10,Norm Nixon,PG,6-2,170,1955-10-11,US,4,Duquesne
1982,14,LAL,Los Angeles Lakers,31,Kurt Rambis,PF,6-8,213,1958-02-25,US,R,Santa Clara
1982,14,LAL,Los Angeles Lakers,52,Jamaal Wilkes,SF,6-6,190,1953-05-02,US,7,UCLA
