Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1982,20,NYK,New York Knicks,30,Alex Bradley,SF,6-6,215,1959-10-30,US,R,Villanova
1982,20,NYK,New York Knicks,35,Reggie Carter,SG,6-3,175,1957-10-10,US,1,"Hawaii, St. John's"
1982,20,NYK,New York Knicks,25,Bill Cartwright,C,7-1,245,1957-07-30,US,2,San Francisco
1982,20,NYK,New York Knicks,45,Hollis Copeland,SF,6-6,180,1955-12-20,US,1,Rutgers University
1982,20,NYK,New York Knicks,42,Larry Demic,PF,6-9,225,1957-06-27,US,2,Arizona
1982,20,NYK,New York Knicks,43,Toby Knight,SF,6-9,210,1955-05-03,US,3,Notre Dame
1982,20,NYK,New York Knicks,23,Maurice Lucas,PF,6-9,215,1952-02-18,US,7,Marquette
1982,20,NYK,New York Knicks,14,Mike Newlin,SG,6-4,200,1949-01-02,US,10,Utah
1982,20,NYK,New York Knicks,20,Micheal Ray Richardson,PG,6-5,189,1955-04-11,US,3,Montana
1982,20,NYK,New York Knicks,21,Campy Russell,SF,6-8,215,1952-01-12,US,7,Michigan
1982,20,NYK,New York Knicks,31,DeWayne Scales,PF,6-8,208,1958-12-28,US,1,LSU
1982,20,NYK,New York Knicks,9,Randy Smith,SG,6-3,180,1948-12-12,US,10,Buffalo State
1982,20,NYK,New York Knicks,40,Marvin Webster,C,7-1,225,1952-04-13,US,6,Morgan State University
1982,20,NYK,New York Knicks,44,Paul Westphal,SG,6-4,195,1950-11-30,US,9,USC
1982,20,NYK,New York Knicks,33,Sly Williams,SF,6-7,210,1958-01-26,US,2,Rhode Island
