Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1982,21,SEA,Seattle Supersonics,20,James Bailey,PF,6-9,220,1957-05-21,US,2,Rutgers University
1982,21,SEA,Seattle Supersonics,32,Fred Brown,SG,6-3,182,1948-08-07,US,10,Iowa
1982,21,SEA,Seattle Supersonics,40,James Donaldson,C,7-2,275,1957-08-16,GB,1,Washington State
1982,21,SEA,Seattle Supersonics,22,Bill Hanzlik,SF,6-7,185,1957-12-06,US,1,Notre Dame
1982,21,SEA,Seattle Supersonics,24,Armond Hill,PG,6-4,190,1953-03-31,US,5,Princeton
1982,21,SEA,Seattle Supersonics,27,John Johnson,SF,6-7,200,1947-10-18,US,11,Iowa
1982,21,SEA,Seattle Supersonics,15,Vinnie Johnson,SG,6-2,200,1956-09-01,US,2,Baylor
1982,21,SEA,Seattle Supersonics,3,Greg Kelser,SF,6-7,190,1957-09-17,US,2,Michigan State
1982,21,SEA,Seattle Supersonics,30,Mark Radford,SG,6-4,190,1959-07-05,US,R,Oregon State
1982,21,SEA,Seattle Supersonics,8,Lonnie Shelton,PF,6-8,240,1955-10-19,US,5,Oregon State
1982,21,SEA,Seattle Supersonics,43,Jack Sikma,C,6-11,230,1955-11-14,US,4,Illinois Wesleyan University
1982,21,SEA,Seattle Supersonics,20,Phil Smith,SG,6-4,185,1952-04-22,US,7,San Francisco
1982,21,SEA,Seattle Supersonics,33,Ray Tolbert,PF,6-9,225,1958-09-10,US,R,Indiana
1982,21,SEA,Seattle Supersonics,23,Danny Vranes,SF,6-7,210,1958-10-29,US,R,Utah
1982,21,SEA,Seattle Supersonics,42,Wally Walker,SF,6-7,190,1954-07-18,US,5,Virginia
1982,21,SEA,Seattle Supersonics,1,Gus Williams,PG,6-2,175,1953-10-10,US,5,USC
