Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",21.0,NBA,PF,13.0,2.0,408.0,8.9,16.5,0.54,0.5,0.7,0.67,8.4,15.8,0.53,4.7,7.5,0.64,6.2,10.9,17.1,3.1,2.7,1.8,4.1,5.8,23.0,,112.0,100.0
1986,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",22.0,NBA,PF,12.0,12.0,497.0,10.2,17.7,0.58,0.1,1.5,0.07,10.1,16.2,0.62,8.9,12.9,0.7,5.9,12.7,18.6,6.6,2.7,1.5,6.4,5.1,29.5,,114.0,102.0
1987,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",23.0,NBA,PF,5.0,5.0,210.0,10.0,17.4,0.57,0.2,1.9,0.12,9.7,15.5,0.63,8.3,10.4,0.8,6.3,8.3,14.6,2.8,0.9,1.9,5.1,4.9,28.5,,119.0,112.0
1989,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",25.0,NBA,PF,3.0,3.0,135.0,10.8,16.8,0.64,0.4,1.9,0.2,10.5,14.9,0.7,8.2,11.6,0.71,3.0,10.1,13.1,6.0,1.9,0.7,4.1,3.4,30.2,,123.0,106.0
1990,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",26.0,NBA,SF,10.0,10.0,419.0,10.8,19.9,0.54,0.7,2.2,0.33,10.1,17.7,0.57,8.0,13.3,0.6,8.1,10.9,19.1,5.3,1.0,0.9,3.7,4.4,30.4,,120.0,113.0
1991,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",27.0,NBA,SF,8.0,8.0,326.0,12.1,20.5,0.59,0.3,3.3,0.1,11.8,17.2,0.69,8.0,12.3,0.65,5.1,8.7,13.8,7.9,2.5,0.5,4.1,3.8,32.6,,123.0,110.0
1993,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",29.0,NBA,PF,24.0,24.0,1026.0,11.6,24.3,0.48,0.5,2.3,0.22,11.1,22.0,0.5,8.5,11.0,0.77,4.7,11.8,16.4,5.1,2.0,1.3,2.5,3.7,32.2,,119.0,106.0
1994,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",30.0,NBA,PF,10.0,10.0,425.0,13.0,25.6,0.51,1.7,4.7,0.35,11.4,20.9,0.55,5.0,6.5,0.76,4.0,11.4,15.4,5.7,3.0,1.1,3.2,3.1,32.7,,118.0,106.0
1995,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",31.0,NBA,PF,10.0,10.0,390.0,12.1,24.1,0.5,1.2,4.6,0.26,10.9,19.5,0.56,8.8,11.9,0.73,5.2,12.6,17.8,4.2,1.7,1.5,3.3,3.7,34.1,,121.0,109.0
1996,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",32.0,NBA,PF,4.0,4.0,164.0,10.0,22.6,0.44,1.0,3.9,0.25,9.1,18.8,0.48,12.0,15.2,0.79,5.8,11.6,17.5,4.9,1.3,1.3,1.9,4.9,33.0,,125.0,117.0
1997,11,165,HOU,Houston Rockets,Charles Barkley,"February 20, 1963",33.0,NBA,PF,16.0,16.0,605.0,7.7,17.7,0.43,1.0,3.4,0.29,6.7,14.3,0.47,9.2,12.0,0.77,5.7,11.4,17.2,4.8,1.7,0.6,3.8,4.6,25.5,,116.0,108.0
1998,11,165,HOU,Houston Rockets,Charles Barkley,"February 20, 1963",34.0,NBA,PF,4.0,0.0,87.0,7.5,14.3,0.52,0.0,1.2,0.0,7.5,13.1,0.57,7.5,13.1,0.57,3.1,10.0,13.1,2.5,3.1,0.0,3.7,7.5,22.4,,102.0,99.0
1999,11,165,HOU,Houston Rockets,Charles Barkley,"February 20, 1963",35.0,NBA,PF,4.0,4.0,157.0,12.1,22.9,0.53,0.7,2.4,0.29,11.4,20.5,0.56,6.7,10.1,0.67,4.4,14.1,18.5,5.0,2.0,0.7,2.7,4.0,31.6,,120.0,105.0
