Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,30,WAS,Washington Wizards,John Wall,26,13,13,507,127,281,0.45,21,61,0.34,106,220,0.48,0.49,78,93,0.84,7,41,48,134,22,15,55,26,353,3007
2017,30,WAS,Washington Wizards,Bradley Beal,23,13,13,505,122,259,0.47,29,101,0.29,93,158,0.59,0.53,50,61,0.82,15,29,44,35,21,8,27,38,323,200
2017,30,WAS,Washington Wizards,Otto Porter,23,13,13,428,58,109,0.53,11,39,0.28,47,70,0.67,0.58,31,35,0.89,15,75,90,23,21,7,10,26,158,2340
2017,30,WAS,Washington Wizards,Marcin Gortat,32,13,13,409,47,93,0.5,0,0,,47,93,0.5,0.5,11,18,0.61,52,91,143,24,5,20,17,40,105,1065
2017,30,WAS,Washington Wizards,Markieff Morris,27,13,13,373,59,145,0.41,14,38,0.37,45,107,0.42,0.46,25,31,0.81,18,65,83,22,12,17,21,46,157,2053
2017,30,WAS,Washington Wizards,Bojan Bogdanovic,27,13,0,264,36,87,0.41,16,45,0.36,20,42,0.48,0.51,27,32,0.84,10,46,56,9,6,1,8,17,115,277
2017,30,WAS,Washington Wizards,Brandon Jennings,27,13,0,178,14,36,0.39,2,13,0.15,12,23,0.52,0.42,7,8,0.88,5,14,19,24,2,0,8,13,37,1450
2017,30,WAS,Washington Wizards,Jason Smith,30,13,0,157,19,39,0.49,3,10,0.3,16,29,0.55,0.53,10,14,0.71,10,19,29,4,2,7,10,30,51,2682
2017,30,WAS,Washington Wizards,Ian Mahinmi,30,5,0,63,5,9,0.56,0,0,,5,9,0.56,0.56,4,11,0.36,3,8,11,6,1,6,3,17,14,1815
2017,30,WAS,Washington Wizards,Tomas Satoransky,25,10,0,36,3,6,0.5,0,0,,3,6,0.5,0.5,2,5,0.4,1,4,5,6,1,0,2,4,8,2562
2017,30,WAS,Washington Wizards,Trey Burke,24,3,0,20,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,0,0,5,0,0,0,2,0,422
2017,30,WAS,Washington Wizards,Sheldon Mac,24,7,0,17,5,9,0.56,2,5,0.4,3,4,0.75,0.67,2,2,1.0,0,2,2,0,0,0,1,1,14,1793
2017,30,WAS,Washington Wizards,Daniel Ochefu,23,4,0,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,1,1,0,2183
