Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2007,22,2411,ORL,Orlando Magic,22.0,NBA,PG,42.0,622.0,13.0,0.57,0.5,0.31,2.0,8.1,5.2,9.7,1.0,0.0,8.7,18.1,,1.2,0.5,1.7,0.13,,0.8,-0.7,0.1,0.3
2008,22,2411,ORL,Orlando Magic,23.0,NBA,SG,34.0,276.0,12.7,0.57,0.4,0.32,0.4,8.8,4.8,9.7,0.7,0.0,10.9,22.9,,0.3,0.2,0.5,0.09,,-1.0,-1.4,-2.4,0.0
2009,22,2411,ORL,Orlando Magic,24.0,NBA,SG,64.0,1111.0,9.9,0.56,0.6,0.31,0.8,10.0,5.5,10.3,1.0,0.1,13.7,16.4,,0.8,1.5,2.3,0.1,,-1.3,0.3,-1.0,0.3
2010,22,2411,ORL,Orlando Magic,25.0,NBA,SG,82.0,1808.0,15.0,0.61,0.5,0.4,1.1,8.5,5.0,13.9,0.8,0.2,8.8,18.3,,4.7,1.8,6.5,0.17,,1.8,0.1,1.8,1.8
2011,22,2411,ORL,Orlando Magic,26.0,NBA,SG,59.0,1513.0,12.8,0.59,0.49,0.29,0.5,8.1,4.4,11.0,1.0,0.2,9.5,17.0,,2.7,1.8,4.5,0.14,,0.4,0.7,1.1,1.2
2012,22,2411,ORL,Orlando Magic,27.0,NBA,SG,65.0,1765.0,15.1,0.57,0.46,0.27,1.2,8.8,4.9,16.2,0.8,0.3,9.4,19.2,,4.2,1.0,5.2,0.14,,1.6,-0.6,1.0,1.3
2013,31,2411,TOT,Total After Trade,28.0,NBA,SG,78.0,2379.0,14.7,0.57,0.51,0.22,0.8,7.3,4.0,20.0,0.8,0.3,12.5,20.8,,4.0,0.5,4.5,0.09,,1.3,-1.7,-0.4,0.9
2013,22,2411,ORL,Orlando Magic,28.0,NBA,SG,50.0,1575.0,16.1,0.59,0.52,0.22,0.6,7.9,4.3,22.7,1.0,0.2,14.1,21.5,,3.0,0.2,3.2,0.1,,2.2,-1.8,0.4,0.9
2013,17,2411,MIL,Milwaukee Bucks,28.0,NBA,SG,28.0,804.0,11.9,0.53,0.51,0.2,1.0,6.1,3.5,14.8,0.6,0.4,9.2,19.4,,1.0,0.3,1.3,0.08,,-0.5,-1.5,-2.0,0.0
2014,13,2411,LAC,Los Angeles Clippers,29.0,NBA,SG,35.0,987.0,16.6,0.6,0.46,0.27,1.0,7.1,4.2,12.6,1.4,0.2,8.6,21.8,,2.3,0.7,3.0,0.15,,2.5,-0.8,1.7,0.9
2015,13,2411,LAC,Los Angeles Clippers,30.0,NBA,SG,78.0,2409.0,16.2,0.62,0.49,0.22,1.0,6.6,3.9,9.0,0.8,0.3,8.5,21.0,,5.8,0.9,6.7,0.13,,2.9,-1.6,1.3,2.0
2016,13,2411,LAC,Los Angeles Clippers,31.0,NBA,SG,75.0,2097.0,17.5,0.63,0.48,0.23,0.5,6.6,3.6,8.6,1.0,0.2,7.4,22.6,,5.3,1.4,6.7,0.15,,3.3,-1.1,2.2,2.2
2017,13,2411,LAC,Los Angeles Clippers,32.0,NBA,SG,78.0,2198.0,14.8,0.6,0.53,0.23,0.6,7.9,4.4,7.8,1.2,0.5,9.1,22.0,,3.3,1.5,4.8,0.1,,1.6,-1.2,0.4,1.4
2018,23,2411,PHI,Philadelphia 76Ers,33.0,NBA,SG,70.0,2116.0,15.9,0.61,0.52,0.25,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,,4.8,1.8,6.6,0.15,,2.2,-1.1,1.1,1.7
2019,23,2411,PHI,Philadelphia 76Ers,34.0,NBA,SG,76.0,2379.0,15.1,0.6,0.59,0.25,0.9,7.2,4.1,12.9,0.6,0.6,8.1,21.9,,4.6,1.2,5.9,0.12,,2.2,-2.0,0.2,1.3
2020,19,2411,NOP,New Orleans Pelicans,35.0,NBA,SG,60.0,1581.0,15.4,0.64,0.63,0.29,0.7,9.5,5.1,10.8,0.6,0.5,9.5,20.4,,3.6,0.6,4.1,0.12,,2.3,-1.7,0.7,1.1
2021,19,2411,NOP,New Orleans Pelicans,36.0,NBA,SG,15.0,307.0,8.2,0.51,0.74,0.23,0.7,9.0,4.8,9.1,0.6,0.0,8.5,18.1,,0.1,0.1,0.2,0.03,,-2.6,-1.8,-4.4,-0.2
