PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kevin Johnson,27,10,10,427,11.4,25.0,0.45799999999999996,0.4,1.2,0.3,11.1,23.8,0.465,8.1,9.6,0.852,1.2,2.9,4.1,11.3,1.2,0.1,4.0,2.7,31.4,,114,116
Charles Barkley,30,10,10,425,13.0,25.6,0.509,1.7,4.7,0.35,11.4,20.9,0.545,5.0,6.5,0.764,4.0,11.4,15.4,5.7,3.0,1.1,3.2,3.1,32.7,,118,106
Dan Majerle,28,10,10,410,5.7,15.6,0.36200000000000004,2.5,7.3,0.33899999999999997,3.2,8.4,0.382,1.4,2.0,0.688,1.8,3.4,5.3,2.9,1.4,0.5,1.2,2.8,15.1,,103,115
A.C. Green,30,10,2,350,5.8,11.9,0.48200000000000004,1.0,2.4,0.41200000000000003,4.8,9.5,0.5,5.5,8.9,0.613,4.2,7.9,12.1,1.9,1.4,0.3,1.0,3.2,18.0,,125,112
Danny Ainge,34,10,0,230,5.9,12.9,0.45799999999999996,3.7,8.8,0.425,2.2,4.2,0.526,3.3,4.6,0.7140000000000001,1.5,3.5,5.0,4.6,1.3,0.2,1.1,5.7,18.8,,133,115
Cedric Ceballos,24,10,8,212,10.2,22.1,0.462,0.0,0.5,0.0,10.2,21.6,0.473,3.6,4.3,0.833,3.8,6.7,10.5,1.9,1.9,0.5,2.6,2.1,24.0,,103,112
Oliver Miller,23,10,4,146,5.5,9.3,0.593,0.0,0.0,,5.5,9.3,0.593,1.0,2.4,0.429,4.8,10.4,15.2,4.5,2.1,4.1,4.5,7.6,12.1,,99,105
Joe Kleine,32,8,0,81,7.5,17.4,0.429,0.0,0.0,,7.5,17.4,0.429,2.5,3.7,0.667,3.1,7.5,10.6,1.9,0.6,2.5,1.2,9.3,17.4,,102,111
Mark West,33,7,6,69,3.7,11.0,0.33299999999999996,0.0,0.0,,3.7,11.0,0.33299999999999996,5.1,7.3,0.7,8.0,6.6,14.6,0.0,0.0,5.1,2.9,13.9,12.4,,99,110
Frank Johnson,35,7,0,46,1.1,13.1,0.083,0.0,2.2,0.0,1.1,11.0,0.1,1.1,2.2,0.5,2.2,2.2,4.4,5.5,2.2,0.0,3.3,6.6,3.3,,46,114
Skeeter Henry,26,3,0,16,3.1,18.9,0.16699999999999998,0.0,6.3,0.0,3.1,12.6,0.25,0.0,0.0,,3.1,6.3,9.4,9.4,0.0,0.0,3.1,3.1,6.3,,62,117
Elliot Perry,24,4,0,13,3.9,27.1,0.14300000000000002,0.0,0.0,,3.9,27.1,0.14300000000000002,0.0,0.0,,0.0,0.0,0.0,3.9,3.9,0.0,3.9,7.8,7.8,,37,112
