SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1994,6,CLE,Gerald Wilkins,30,3,3,126,9.1,20.5,0.44,3.2,7.3,0.44,5.9,13.2,0.45,6.4,7.3,0.88,1.4,4.6,5.9,4.6,1.4,0.0,1.4,2.7,27.8,,130,119
1994,6,CLE,Tyrone Hill,25,3,3,123,5.1,12.6,0.41,0.0,0.0,,5.1,12.6,0.41,9.3,17.3,0.54,6.5,7.9,14.5,1.9,0.5,0.5,3.7,6.5,19.6,,101,117
1994,6,CLE,Chris Mills,24,3,1,112,9.7,19.5,0.5,2.0,2.6,0.8,7.7,16.9,0.46,4.6,5.6,0.82,5.1,6.7,11.8,4.1,3.6,0.5,2.6,4.6,26.1,,124,112
1994,6,CLE,Mark Price,29,3,3,102,8.4,24.2,0.35,1.1,5.1,0.22,7.3,19.1,0.38,7.3,7.9,0.93,0.6,2.8,3.4,7.9,2.2,0.0,5.1,3.4,25.3,,97,118
1994,6,CLE,Tim Kempton,30,3,1,89,6.4,16.1,0.4,0.0,0.0,,6.4,16.1,0.4,3.9,3.9,1.0,6.4,3.9,10.3,5.2,1.9,0.0,2.6,5.8,16.8,,111,118
1994,6,CLE,Bobby Phills,24,3,2,68,7.6,20.2,0.38,0.8,0.8,1.0,6.7,19.4,0.35,0.8,1.7,0.5,4.2,7.6,11.8,5.9,1.7,0.0,4.2,9.3,16.9,,89,115
1994,6,CLE,Rod Higgins,34,3,2,57,4.0,11.1,0.36,2.0,7.0,0.29,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,4.0,4.0,1.0,1.0,3.0,10.1,11.1,,93,120
1994,6,CLE,Terrell Brandon,23,3,0,56,12.3,19.5,0.63,0.0,0.0,,12.3,19.5,0.63,2.0,3.1,0.67,1.0,3.1,4.1,5.1,1.0,0.0,1.0,1.0,26.6,,134,121
1994,6,CLE,John Battle,31,1,0,8,7.2,7.2,1.0,0.0,0.0,,7.2,7.2,1.0,0.0,0.0,,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,14.3,,200,114
1994,6,CLE,Danny Ferry,27,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,14.3,0.0,0.0,14.3,14.3,0.0,,38,124
