PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Derrick McKey,27,16,16,587,5.4,13.2,0.408,0.7,2.2,0.33299999999999996,4.7,11.0,0.424,2.9,4.4,0.66,3.0,6.1,9.1,6.2,2.4,0.8,3.7,5.5,14.4,,98,99
Dale Davis,24,16,16,578,5.3,10.0,0.528,0.0,0.1,0.0,5.3,9.9,0.5329999999999999,1.0,3.4,0.306,6.0,9.1,15.0,1.0,1.7,1.6,2.8,4.9,11.6,,97,97
Reggie Miller,28,16,16,576,11.5,25.6,0.44799999999999995,3.3,7.9,0.42200000000000004,8.2,17.8,0.46,8.9,10.6,0.8390000000000001,1.0,3.5,4.6,4.4,2.0,0.4,3.0,3.2,35.2,,120,103
Haywoode Workman,28,16,15,511,4.8,14.0,0.344,0.6,2.2,0.28600000000000003,4.2,11.8,0.355,3.4,4.1,0.8420000000000001,1.2,4.3,5.5,12.0,3.0,0.1,4.1,4.3,13.7,,99,100
Rik Smits,27,16,16,450,12.5,26.5,0.47200000000000003,0.0,0.0,,12.5,26.5,0.47200000000000003,6.1,7.5,0.8059999999999999,2.8,7.4,10.2,3.8,1.2,1.1,5.2,7.8,31.1,,100,100
Antonio Davis,25,16,0,401,6.5,12.1,0.539,0.1,0.1,1.0,6.4,12.0,0.534,5.2,9.3,0.5589999999999999,5.0,9.4,14.5,1.0,1.5,2.5,3.0,6.4,18.4,,108,97
Vern Fleming,31,16,1,247,8.6,16.8,0.513,0.0,1.1,0.0,8.6,15.7,0.5489999999999999,3.8,4.4,0.85,2.7,2.0,4.6,8.4,2.2,0.2,4.9,6.0,21.0,,107,104
Byron Scott,32,16,0,239,8.7,22.0,0.396,2.1,4.3,0.474,6.6,17.6,0.377,9.2,11.7,0.784,2.3,5.3,7.6,4.6,2.7,0.5,5.7,5.0,28.6,,101,99
Sam Mitchell,30,15,0,99,5.0,14.4,0.34600000000000003,0.0,0.6,0.0,5.0,13.8,0.36,1.7,2.2,0.75,2.8,6.6,9.4,2.8,1.1,1.1,2.2,12.2,11.6,,87,101
Kenny Williams,24,12,0,91,5.4,15.0,0.36,0.0,0.0,,5.4,15.0,0.36,1.2,1.2,1.0,3.6,6.6,10.2,3.0,3.0,1.8,3.0,10.8,12.0,,85,96
LaSalle Thompson,32,7,0,39,5.6,15.4,0.364,0.0,0.0,,5.6,15.4,0.364,2.8,4.2,0.667,4.2,9.8,14.0,7.0,4.2,1.4,5.6,12.6,14.0,,84,91
Lester Conner,34,6,0,22,5.0,12.4,0.4,0.0,0.0,,5.0,12.4,0.4,5.0,5.0,1.0,2.5,7.5,9.9,0.0,2.5,0.0,0.0,5.0,14.9,,124,98
