PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
David Robinson,28,4,4,146,11.3,27.5,0.41100000000000003,0.0,0.4,0.0,11.3,27.1,0.41700000000000004,7.5,10.2,0.741,4.9,10.2,15.1,5.3,1.1,3.8,3.4,5.3,30.1,,104,106
Dale Ellis,33,4,4,114,8.2,20.7,0.395,2.4,8.2,0.294,5.8,12.5,0.462,1.4,2.4,0.6,1.4,3.4,4.8,0.5,1.4,0.0,1.9,2.9,20.3,,97,114
Dennis Rodman,32,3,3,114,5.8,11.6,0.5,0.0,2.4,0.0,5.8,9.2,0.632,0.5,2.9,0.16699999999999998,11.6,11.6,23.2,1.0,2.9,1.9,2.9,6.8,12.1,,102,103
Negele Knight,26,4,0,108,6.6,20.9,0.317,0.0,1.5,0.0,6.6,19.4,0.342,5.6,6.1,0.917,1.5,1.5,3.1,6.1,1.5,0.0,3.6,4.6,18.8,,89,115
Willie Anderson,27,4,4,106,7.3,19.2,0.37799999999999995,0.5,0.5,1.0,6.7,18.7,0.361,2.1,3.6,0.5710000000000001,1.6,2.6,4.2,6.2,2.6,1.0,2.1,3.6,17.1,,95,111
Vinny Del Negro,27,4,4,93,7.1,16.0,0.444,1.2,2.4,0.5,5.9,13.6,0.435,1.8,3.0,0.6,0.6,3.5,4.1,10.6,0.6,0.0,3.5,3.5,17.2,,103,116
Terry Cummings,32,4,1,72,8.4,16.8,0.5,0.0,0.0,,8.4,16.8,0.5,7.6,9.2,0.833,7.6,11.5,19.1,1.5,3.8,2.3,3.1,7.6,24.4,,119,101
Lloyd Daniels,26,4,0,66,6.7,16.7,0.4,3.3,6.7,0.5,3.3,10.0,0.33299999999999996,1.7,1.7,1.0,1.7,5.8,7.5,2.5,0.0,0.8,1.7,3.3,18.3,,112,114
J.R. Reid,25,4,0,56,5.9,20.6,0.28600000000000003,0.0,0.0,,5.9,20.6,0.28600000000000003,2.9,4.9,0.6,2.9,8.8,11.8,2.9,1.0,2.0,1.0,9.8,14.7,,83,109
Antoine Carr,32,3,0,37,7.4,16.4,0.455,0.0,0.0,,7.4,16.4,0.455,11.9,13.4,0.889,1.5,0.0,1.5,4.5,1.5,3.0,0.0,10.4,26.8,,143,113
Sleepy Floyd,33,4,0,37,3.0,11.9,0.25,0.0,0.0,,3.0,11.9,0.25,3.0,5.9,0.5,0.0,1.5,1.5,1.5,0.0,0.0,5.9,4.5,8.9,,51,118
Jack Haley,30,3,0,11,20.0,40.0,0.5,0.0,0.0,,20.0,40.0,0.5,25.0,30.0,0.833,15.0,20.0,35.0,10.0,0.0,0.0,0.0,15.0,65.0,,146,105
