PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Anfernee Hardaway,22,3,3,133,9.0,20.5,0.44,2.0,4.5,0.455,7.0,16.0,0.436,2.9,4.1,0.7,3.3,4.9,8.2,8.6,2.0,2.5,8.2,4.1,22.9,,94,109
Shaquille O'Neal,21,3,3,126,9.9,19.5,0.511,0.0,0.0,,9.9,19.5,0.511,6.9,14.7,0.47100000000000003,7.4,9.9,17.3,3.0,0.9,3.9,4.3,5.6,26.8,,105,106
Nick Anderson,26,3,3,120,5.9,15.4,0.382,3.6,9.1,0.4,2.3,6.4,0.35700000000000004,4.1,5.4,0.75,0.9,3.6,4.5,4.5,2.3,0.9,2.3,3.6,19.5,,118,111
Dennis Scott,25,3,3,99,7.7,22.6,0.341,3.9,12.1,0.318,3.9,10.5,0.368,4.4,5.5,0.8,0.6,2.8,3.3,1.7,1.1,1.7,4.4,3.9,23.7,,94,114
Larry Krystkowiak,29,3,3,92,4.1,10.7,0.389,0.0,0.0,,4.1,10.7,0.389,2.4,2.4,1.0,4.1,10.7,14.8,5.3,1.8,1.2,1.2,5.9,10.7,,119,106
Donald Royal,27,3,0,45,7.3,17.0,0.429,0.0,0.0,,7.3,17.0,0.429,10.9,14.5,0.75,1.2,3.6,4.8,6.1,1.2,0.0,2.4,3.6,25.4,,121,114
Anthony Avent,24,2,0,40,8.2,17.7,0.462,0.0,0.0,,8.2,17.7,0.462,9.5,10.9,0.875,10.9,4.1,15.0,1.4,0.0,0.0,1.4,2.7,25.9,,136,116
Tree Rollins,38,3,0,29,3.8,9.4,0.4,0.0,0.0,,3.8,9.4,0.4,0.0,0.0,,5.6,0.0,5.6,0.0,1.9,1.9,0.0,16.9,7.5,,114,114
Scott Skiles,29,2,0,23,9.5,19.0,0.5,0.0,4.7,0.0,9.5,14.2,0.667,2.4,2.4,1.0,2.4,0.0,2.4,7.1,0.0,0.0,11.8,4.7,21.3,,78,120
Anthony Bowie,30,2,0,13,0.0,4.2,0.0,0.0,0.0,,0.0,4.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,,0,119
