PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Chris Mullin,30,3,3,135,10.9,18.5,0.588,2.2,4.3,0.5,8.7,14.1,0.615,3.6,4.0,0.909,1.4,3.6,5.1,4.0,0.0,1.8,2.5,1.4,27.5,,131.0,129
Billy Owens,24,3,3,127,9.6,19.3,0.5,0.0,0.4,0.0,9.6,18.9,0.51,3.5,4.6,0.75,4.6,6.9,11.6,5.0,1.5,0.8,2.7,4.2,22.7,,116.0,124
Latrell Sprewell,23,3,3,122,10.4,24.0,0.433,3.2,9.2,0.348,7.2,14.8,0.486,3.2,4.8,0.667,0.4,3.2,3.6,8.4,0.8,1.2,3.6,6.0,27.3,,109.0,128
Chris Webber,20,3,3,109,9.9,17.9,0.55,0.0,0.9,0.0,9.9,17.0,0.579,1.3,4.5,0.3,5.8,5.8,11.7,12.1,1.3,4.0,4.0,4.9,21.1,,115.0,123
Chris Gatling,26,3,1,54,7.2,11.8,0.615,0.0,0.0,,7.2,11.8,0.615,9.1,11.8,0.769,6.3,9.1,15.4,3.6,1.8,0.9,1.8,9.1,23.5,,145.0,121
Jeff Grayer,28,3,0,46,11.7,21.3,0.55,0.0,0.0,,11.7,21.3,0.55,2.1,3.2,0.667,1.1,5.3,6.4,1.1,1.1,1.1,2.1,7.4,25.5,,109.0,126
Byron Houston,24,3,2,46,6.4,8.5,0.75,0.0,0.0,,6.4,8.5,0.75,3.2,5.3,0.6,2.1,3.2,5.3,3.2,1.1,2.1,0.0,9.6,15.9,,161.0,127
Avery Johnson,28,3,0,41,10.7,20.3,0.529,0.0,1.2,0.0,10.7,19.1,0.563,0.0,0.0,,0.0,3.6,3.6,11.9,4.8,1.2,3.6,2.4,21.5,,111.0,120
Keith Jennings,25,3,0,39,5.0,16.3,0.308,1.3,6.3,0.2,3.8,10.0,0.375,7.5,8.8,0.857,1.3,5.0,6.3,5.0,1.3,0.0,5.0,13.8,18.8,,93.0,126
Josh Grant,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,134
