PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Patrick Ewing,31,25,25,1032,11.2,25.6,0.43700000000000006,0.2,0.6,0.364,11.0,25.0,0.43799999999999994,6.5,8.7,0.755,4.7,10.9,15.6,3.5,1.7,4.0,4.4,5.0,29.1,,101,94
Charles Oakley,30,25,25,992,6.9,14.5,0.47700000000000004,0.0,0.0,,6.9,14.5,0.47700000000000004,4.4,5.6,0.775,6.4,9.7,16.2,3.3,1.9,0.3,3.6,4.8,18.2,,108,98
John Starks,28,25,18,840,7.2,18.9,0.381,3.1,8.6,0.35600000000000004,4.1,10.3,0.401,6.3,8.2,0.77,0.6,3.2,3.8,7.5,2.3,0.1,3.7,5.6,23.8,,108,102
Derek Harper,32,23,22,750,7.2,16.9,0.429,2.1,6.2,0.341,5.1,10.7,0.479,2.6,4.1,0.643,1.0,3.0,4.0,7.5,3.1,0.1,3.0,4.6,19.3,,107,101
Anthony Mason,27,25,0,660,5.6,11.4,0.489,0.0,0.0,,5.6,11.4,0.489,4.6,6.4,0.7140000000000001,4.4,7.7,12.1,3.8,1.2,0.4,3.0,5.5,15.7,,110,101
Charles Smith,28,25,18,612,7.6,15.9,0.48,0.0,0.3,0.0,7.6,15.6,0.489,4.6,6.3,0.7290000000000001,3.1,5.5,8.5,2.2,1.1,2.2,2.9,8.3,19.8,,105,101
Greg Anthony,26,25,3,436,5.7,16.1,0.35200000000000004,2.3,7.7,0.295,3.4,8.4,0.40299999999999997,1.8,3.0,0.583,1.1,2.3,3.4,7.4,2.4,1.0,3.9,6.9,15.4,,92,102
Hubert Davis,23,23,7,396,6.1,16.8,0.364,1.4,4.9,0.28600000000000003,4.7,11.9,0.395,3.2,4.4,0.7190000000000001,0.7,2.2,2.9,3.6,0.7,0.4,3.2,6.0,16.8,,91,106
Herb Williams,35,19,0,127,5.6,13.4,0.419,0.0,0.0,,5.6,13.4,0.419,0.9,1.3,0.667,4.3,4.3,8.6,1.3,1.3,4.8,3.0,8.2,12.1,,87,99
Anthony Bonner,25,13,7,118,4.7,10.2,0.455,0.0,0.0,,4.7,10.2,0.455,3.3,6.1,0.5379999999999999,7.0,6.1,13.0,0.9,2.3,0.0,6.1,10.2,12.6,,81,100
Rolando Blackman,34,6,0,34,4.8,17.8,0.273,3.2,6.5,0.5,1.6,11.3,0.14300000000000002,0.0,0.0,,1.6,3.2,4.8,4.8,0.0,0.0,1.6,9.7,12.9,,90,107
Corey Gaines,28,4,0,28,0.0,7.8,0.0,0.0,2.0,0.0,0.0,5.9,0.0,0.0,0.0,,0.0,3.9,3.9,3.9,0.0,0.0,0.0,7.8,0.0,,30,107
