PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Horace Grant,28,10,10,393,9.3,17.2,0.542,0.1,0.1,1.0,9.2,17.1,0.5379999999999999,4.4,6.0,0.738,4.3,6.3,10.6,3.7,1.4,2.6,1.4,3.3,23.2,,126,105
Scottie Pippen,28,10,10,384,12.5,28.8,0.434,1.8,6.6,0.267,10.7,22.2,0.483,6.7,7.6,0.885,2.5,9.7,12.2,6.7,3.5,1.0,5.4,4.8,33.4,,104,99
B.J. Armstrong,26,10,10,360,8.6,16.6,0.519,1.1,1.9,0.583,7.5,14.7,0.511,5.6,6.9,0.818,0.3,3.4,3.8,3.9,1.3,0.0,1.4,3.3,23.9,,127,110
Pete Myers,30,10,10,235,7.0,13.4,0.518,0.0,1.0,0.0,7.0,12.5,0.5579999999999999,2.9,5.0,0.5710000000000001,2.4,2.2,4.6,6.7,1.9,1.0,4.1,5.0,16.8,,102,109
Toni Kukoč,25,10,0,194,8.7,19.5,0.44799999999999995,2.3,5.5,0.42100000000000004,6.4,13.9,0.45799999999999996,7.3,9.9,0.735,3.2,8.4,11.6,10.5,1.5,0.9,4.9,4.4,27.0,,113,105
Bill Cartwright,36,9,8,189,4.2,12.8,0.326,0.0,0.0,,4.2,12.8,0.326,3.9,4.8,0.813,5.7,7.5,13.1,3.3,0.9,0.6,1.8,7.7,12.2,,103,107
Steve Kerr,28,10,0,186,3.9,10.9,0.361,1.8,4.8,0.375,2.1,6.1,0.35,0.9,0.9,1.0,0.6,3.6,4.2,3.0,2.1,0.0,0.3,3.9,10.6,,113,108
Luc Longley,25,10,2,170,8.3,16.6,0.5,0.0,0.0,,8.3,16.6,0.5,4.3,6.0,0.722,4.3,10.6,14.9,6.0,2.0,2.7,7.0,12.6,20.9,,94,100
Scott Williams,25,10,0,151,9.0,21.3,0.42100000000000004,0.0,0.0,,9.0,21.3,0.42100000000000004,5.6,7.8,0.7140000000000001,5.6,9.0,14.6,2.6,2.6,1.1,3.4,8.6,23.5,,101,101
Jo Jo English,23,7,0,58,4.9,11.7,0.41700000000000004,1.0,3.9,0.25,3.9,7.8,0.5,2.9,5.8,0.5,1.0,1.9,2.9,1.9,1.0,1.0,1.0,3.9,13.6,,104,111
John Paxson,33,9,0,58,2.9,6.8,0.429,0.0,1.0,0.0,2.9,5.8,0.5,0.0,0.0,,0.0,1.0,1.0,4.9,1.9,0.0,0.0,5.8,5.8,,117,110
Bill Wennington,30,7,0,47,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,2.4,3.6,0.667,4.8,3.6,8.4,4.8,0.0,1.2,1.2,16.8,9.6,,128,110
