Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1984-85,21.0,PHI,NBA,PF,82.0,60.0,2347.0,427.0,783.0,0.545,1.0,6.0,0.167,426.0,777.0,0.548,0.546,293.0,400.0,0.733,266.0,437.0,703.0,155.0,95.0,80.0,209.0,301.0,1148.0,,0.0
1985-86,22.0,PHI,NBA,PF,80.0,80.0,2952.0,595.0,1041.0,0.572,17.0,75.0,0.227,578.0,966.0,0.598,0.58,396.0,578.0,0.685,354.0,672.0,1026.0,312.0,173.0,125.0,350.0,333.0,1603.0,,1.0
1986-87,23.0,PHI,NBA,PF,68.0,62.0,2740.0,557.0,937.0,0.594,21.0,104.0,0.202,536.0,833.0,0.643,0.606,429.0,564.0,0.761,390.0,604.0,994.0,331.0,119.0,104.0,322.0,252.0,1564.0,,5.0
1987-88,24.0,PHI,NBA,PF,80.0,80.0,3170.0,753.0,1283.0,0.587,44.0,157.0,0.28,709.0,1126.0,0.63,0.604,714.0,951.0,0.751,385.0,566.0,951.0,254.0,100.0,103.0,304.0,278.0,2264.0,,0.0
1988-89,25.0,PHI,NBA,PF,79.0,79.0,3088.0,700.0,1208.0,0.579,35.0,162.0,0.216,665.0,1046.0,0.636,0.594,602.0,799.0,0.753,403.0,583.0,986.0,325.0,126.0,67.0,254.0,262.0,2037.0,,2.0
1989-90,26.0,PHI,NBA,SF,79.0,79.0,3085.0,706.0,1177.0,0.6,20.0,92.0,0.217,686.0,1085.0,0.632,0.608,557.0,744.0,0.749,361.0,548.0,909.0,307.0,148.0,50.0,243.0,250.0,1989.0,,2.0
1990-91,27.0,PHI,NBA,SF,67.0,67.0,2498.0,665.0,1167.0,0.57,44.0,155.0,0.284,621.0,1012.0,0.614,0.589,475.0,658.0,0.722,258.0,422.0,680.0,284.0,110.0,33.0,210.0,173.0,1849.0,,0.0
1991-92,28.0,PHI,NBA,SF,75.0,75.0,2881.0,622.0,1126.0,0.552,32.0,137.0,0.234,590.0,989.0,0.597,0.567,454.0,653.0,0.695,271.0,559.0,830.0,308.0,136.0,44.0,235.0,196.0,1730.0,,0.0
1992-93,29.0,PHO,NBA,PF,76.0,76.0,2859.0,716.0,1376.0,0.52,67.0,220.0,0.305,649.0,1156.0,0.561,0.545,445.0,582.0,0.765,237.0,691.0,928.0,385.0,119.0,74.0,233.0,196.0,1944.0,,6.0
1993-94,30.0,PHO,NBA,PF,65.0,65.0,2298.0,518.0,1046.0,0.495,48.0,178.0,0.27,470.0,868.0,0.541,0.518,318.0,452.0,0.704,198.0,529.0,727.0,296.0,101.0,37.0,206.0,160.0,1402.0,,1.0
1994-95,31.0,PHO,NBA,PF,68.0,66.0,2382.0,554.0,1141.0,0.486,74.0,219.0,0.338,480.0,922.0,0.521,0.518,379.0,507.0,0.748,203.0,553.0,756.0,276.0,110.0,45.0,150.0,201.0,1561.0,,0.0
1995-96,32.0,PHO,NBA,PF,71.0,71.0,2632.0,580.0,1160.0,0.5,49.0,175.0,0.28,531.0,985.0,0.539,0.521,440.0,566.0,0.777,243.0,578.0,821.0,262.0,114.0,56.0,218.0,208.0,1649.0,,1.0
1996-97,33.0,HOU,NBA,PF,53.0,53.0,2009.0,335.0,692.0,0.484,58.0,205.0,0.283,277.0,487.0,0.569,0.526,288.0,415.0,0.694,212.0,504.0,716.0,248.0,69.0,25.0,151.0,153.0,1016.0,,1.0
1997-98,34.0,HOU,NBA,PF,68.0,41.0,2243.0,361.0,744.0,0.485,18.0,84.0,0.214,343.0,660.0,0.52,0.497,296.0,397.0,0.746,241.0,553.0,794.0,217.0,71.0,28.0,147.0,187.0,1036.0,,1.0
1998-99,35.0,HOU,NBA,PF,42.0,40.0,1526.0,240.0,502.0,0.478,4.0,25.0,0.16,236.0,477.0,0.495,0.482,192.0,267.0,0.719,167.0,349.0,516.0,192.0,43.0,13.0,100.0,89.0,676.0,,0.0
1999-00,36.0,HOU,NBA,PF,20.0,18.0,620.0,106.0,222.0,0.477,6.0,26.0,0.231,100.0,196.0,0.51,0.491,71.0,110.0,0.645,71.0,138.0,209.0,63.0,14.0,4.0,44.0,48.0,289.0,,0.0
