Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2008,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",19.0,NBA,PF,74.0,1554.0,16.5,0.57,0.04,0.21,9.1,14.8,11.9,6.2,2.5,0.4,10.7,17.4,2.6,2.0,4.5,0.14,0.2,0.3,0.5,1.0
2009,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",20.0,NBA,PF,75.0,2580.0,15.3,0.55,0.17,0.2,6.4,11.1,8.8,5.8,2.1,0.7,10.2,20.5,3.0,2.5,5.5,0.1,0.4,-0.5,-0.1,1.2
2010,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",21.0,NBA,PF,67.0,2145.0,14.0,0.52,0.17,0.2,7.0,12.3,9.6,7.5,2.0,0.6,12.5,21.5,0.9,1.2,2.1,0.05,-0.4,-1.5,-1.9,0.1
2011,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",22.0,NBA,PF,82.0,2135.0,18.4,0.57,0.03,0.2,8.3,15.2,11.7,6.7,2.2,0.9,9.7,22.1,3.2,3.0,6.2,0.14,0.8,0.3,1.0,1.6
2012,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",23.0,NBA,PF,63.0,1755.0,18.9,0.54,0.01,0.21,8.6,12.0,10.3,7.3,2.0,1.8,6.8,21.5,3.4,2.9,6.3,0.17,1.4,0.6,2.0,1.8
2013,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",24.0,NBA,PF,76.0,2629.0,18.2,0.54,0.01,0.2,7.6,17.2,12.3,8.2,2.7,1.6,8.0,19.8,3.7,3.7,7.4,0.14,0.2,1.0,1.2,2.1
2014,23,3265,PHI,Philadelphia 76Ers,Thaddeus Young,"June 21, 1988",25.0,NBA,PF,79.0,2718.0,16.6,0.51,0.23,0.18,6.3,12.8,9.5,11.8,3.0,1.1,10.7,24.1,1.2,2.3,3.5,0.06,0.4,-0.5,-0.1,1.3
2015,31,3265,TOT,Total After Trade,Thaddeus Young,"June 21, 1988",26.0,NBA,PF,76.0,2434.0,15.7,0.51,0.12,0.21,5.8,13.5,9.6,12.4,2.6,0.8,10.0,21.5,1.6,1.4,3.1,0.06,0.0,-0.2,-0.1,1.1
2015,18,3265,MIN,Minnesota Timberwolves,Thaddeus Young,"June 21, 1988",26.0,NBA,PF,48.0,1605.0,15.0,0.49,0.1,0.2,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0.8,0.6,1.4,0.04,-0.4,-0.1,-0.5,0.6
2015,3,3265,BRK,Brooklyn Nets,Thaddeus Young,"June 21, 1988",26.0,NBA,PF,28.0,829.0,17.1,0.54,0.15,0.22,7.1,15.4,11.2,8.0,2.4,0.8,10.5,22.0,0.8,0.8,1.6,0.1,0.7,-0.3,0.5,0.5
2016,3,3265,BRK,Brooklyn Nets,Thaddeus Young,"June 21, 1988",27.0,NBA,PF,73.0,2407.0,17.5,0.53,0.03,0.17,8.1,23.0,15.4,9.5,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.08,0.1,-0.1,0.0,1.2
2017,12,3265,IND,Indiana Pacers,Thaddeus Young,"June 21, 1988",28.0,NBA,PF,74.0,2237.0,14.9,0.56,0.17,0.12,6.7,15.7,11.2,8.4,2.5,1.1,11.6,16.4,2.0,2.7,4.6,0.1,-0.3,0.8,0.5,1.4
2018,12,3265,IND,Indiana Pacers,Thaddeus Young,"June 21, 1988",29.0,NBA,PF,81.0,2607.0,14.8,0.53,0.21,0.11,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.1,-0.2,0.4,0.2,1.4
2019,12,3265,IND,Indiana Pacers,Thaddeus Young,"June 21, 1988",30.0,NBA,PF,81.0,2489.0,16.2,0.57,0.17,0.16,8.7,14.4,11.7,12.0,2.4,1.3,12.0,18.0,3.0,3.9,6.9,0.13,0.4,1.1,1.5,2.2
2020,5,3265,CHI,Chicago Bulls,Thaddeus Young,"June 21, 1988",31.0,NBA,PF,64.0,1591.0,13.3,0.52,0.37,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.06,-1.4,0.2,-1.2,0.3
2021,5,3265,CHI,Chicago Bulls,Thaddeus Young,"June 21, 1988",32.0,NBA,PF,25.0,634.0,19.3,0.6,0.1,0.17,11.1,14.4,12.8,25.4,2.4,1.9,17.1,19.3,1.3,0.8,2.0,0.16,1.2,1.2,2.4,0.7
