PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Charles Barkley,31,10,10,390,8.4,16.8,0.5,0.8,3.2,0.257,7.6,13.6,0.5579999999999999,6.1,8.3,0.733,3.6,8.8,12.4,3.0,1.2,1.0,2.3,2.6,23.7
Kevin Johnson,28,10,10,371,8.3,14.6,0.573,0.5,1.0,0.5,7.9,13.6,0.579,6.9,8.2,0.845,0.7,3.3,4.0,9.0,0.9,0.4,3.3,2.4,24.1
A.C. Green,31,10,10,368,3.5,7.6,0.462,0.1,1.2,0.083,3.4,6.5,0.53,5.4,6.2,0.873,3.7,8.0,11.7,1.3,0.6,0.2,1.0,2.2,12.5
Dan Majerle,29,10,0,307,3.2,8.6,0.37,1.9,5.2,0.364,1.3,3.4,0.379,1.4,2.0,0.706,0.9,2.7,3.6,2.0,1.6,0.4,1.1,2.8,9.6
Wesley Person,23,10,10,247,5.0,12.1,0.41,2.5,6.6,0.37799999999999995,2.5,5.5,0.447,1.6,1.7,0.917,1.3,1.7,3.1,1.6,0.4,0.3,1.3,2.8,14.0
Wayman Tisdale,30,10,0,170,6.8,15.0,0.451,0.0,0.2,0.0,6.8,14.8,0.457,1.9,3.0,0.643,1.3,5.1,6.4,2.3,0.0,0.8,1.3,6.8,15.5
Joe Kleine,33,10,10,167,6.7,11.6,0.574,0.2,0.4,0.5,6.5,11.2,0.5770000000000001,0.0,0.0,,1.7,5.0,6.7,1.7,1.1,0.6,1.3,7.5,13.6
Danny Schayes,35,10,0,146,2.7,7.2,0.379,0.0,0.2,0.0,2.7,6.9,0.39299999999999996,1.7,2.0,0.875,1.0,3.9,4.9,2.0,0.7,0.7,2.0,9.4,7.2
Danny Ainge,35,10,0,137,5.0,10.0,0.5,3.2,6.8,0.462,1.8,3.2,0.583,2.6,2.9,0.909,0.5,2.1,2.6,2.6,1.3,0.0,1.6,3.9,15.8
Elliot Perry,25,9,0,106,6.8,14.3,0.47600000000000003,0.7,1.7,0.4,6.1,12.6,0.486,6.8,8.5,0.8,1.0,2.4,3.4,4.1,1.7,0.0,3.1,2.7,21.1
Trevor Ruffin,24,5,0,11,13.1,26.2,0.5,3.3,13.1,0.25,9.8,13.1,0.75,3.3,16.4,0.2,0.0,9.8,9.8,6.5,3.3,0.0,0.0,0.0,32.7
Richard Dumas,25,3,0,5,7.2,28.8,0.25,0.0,0.0,,7.2,28.8,0.25,0.0,0.0,,7.2,0.0,7.2,0.0,0.0,0.0,7.2,0.0,14.4
