PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,31,5,5,216,8.0,17.2,0.466,0.2,0.5,0.33299999999999996,7.8,16.7,0.47,9.0,13.0,0.6920000000000001,2.5,8.5,11.0,3.2,1.2,0.3,2.3,3.0,25.2
John Stockton,32,5,5,193,6.3,13.8,0.45899999999999996,1.5,3.7,0.4,4.8,10.1,0.48100000000000004,2.4,3.2,0.765,1.1,2.1,3.2,9.5,1.3,0.2,2.6,2.4,16.6
Jeff Hornacek,31,5,5,178,5.3,10.3,0.51,1.4,2.6,0.5379999999999999,3.8,7.7,0.5,2.2,2.8,0.7859999999999999,0.6,0.6,1.2,4.0,1.6,0.2,1.4,3.8,14.2
David Benoit,26,5,5,167,4.5,9.7,0.467,2.4,5.4,0.44,2.2,4.3,0.5,1.3,1.9,0.667,1.5,4.5,6.0,0.9,0.4,0.9,2.2,2.2,12.7
Antoine Carr,33,5,0,114,4.4,9.8,0.452,0.0,0.0,,4.4,9.8,0.452,6.3,7.6,0.833,0.9,3.8,4.7,2.2,0.9,1.6,1.3,8.2,15.2
James Donaldson,37,5,5,76,2.4,2.8,0.833,0.0,0.0,,2.4,2.8,0.833,1.9,1.9,1.0,1.4,2.8,4.3,0.0,0.0,1.4,0.9,3.8,6.6
Adam Keefe,24,4,0,69,3.7,6.3,0.583,0.0,0.0,,3.7,6.3,0.583,2.1,3.1,0.667,4.2,4.7,8.9,1.0,2.6,0.5,0.0,2.1,9.4
Tom Chambers,35,5,0,60,6.6,13.2,0.5,0.6,1.8,0.33299999999999996,6.0,11.4,0.526,5.4,7.8,0.6920000000000001,1.8,6.0,7.8,1.2,1.2,0.0,1.8,10.8,19.2
Jamie Watson,22,5,0,57,3.8,5.7,0.667,0.0,0.0,,3.8,5.7,0.667,0.0,0.0,,0.6,0.0,0.6,1.9,1.3,0.6,3.8,7.6,7.6
Blue Edwards,29,4,0,33,4.4,13.1,0.33299999999999996,1.1,1.1,1.0,3.3,12.0,0.273,0.0,0.0,,1.1,5.5,6.5,3.3,2.2,0.0,3.3,3.3,9.8
John Crotty,25,3,0,24,3.0,4.5,0.667,0.0,0.0,,3.0,4.5,0.667,4.5,7.5,0.6,0.0,0.0,0.0,9.0,1.5,0.0,0.0,3.0,10.5
Bryon Russell,24,2,0,13,11.1,19.4,0.5710000000000001,5.5,11.1,0.5,5.5,8.3,0.667,2.8,5.5,0.5,2.8,2.8,5.5,8.3,2.8,0.0,0.0,5.5,30.5
