PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dee Brown,26,4,4,172,5.4,13.0,0.419,1.9,5.4,0.34600000000000003,3.6,7.5,0.47200000000000003,2.9,3.3,0.875,1.3,2.9,4.2,4.0,1.0,0.2,1.5,2.7,15.7
Sherman Douglas,28,4,4,168,5.1,14.6,0.353,0.9,2.6,0.33299999999999996,4.3,12.0,0.35700000000000004,1.7,2.4,0.727,0.9,3.4,4.3,7.1,0.9,0.2,3.6,2.6,12.9
Dino Radja,27,4,3,153,4.7,11.8,0.4,0.0,0.0,,4.7,11.8,0.4,4.7,6.6,0.7140000000000001,0.9,5.6,6.6,2.1,0.9,1.2,2.1,4.5,14.1
Dominique Wilkins,35,4,4,150,6.2,14.6,0.426,1.9,4.1,0.47100000000000003,4.3,10.6,0.409,3.8,4.3,0.889,4.1,6.2,10.3,1.9,0.5,0.7,2.2,1.7,18.2
Derek Strong,26,4,1,81,1.8,5.3,0.33299999999999996,0.0,0.0,,1.8,5.3,0.33299999999999996,1.3,2.7,0.5,5.8,4.9,10.7,1.3,1.3,0.4,2.2,3.1,4.9
Pervis Ellison,27,4,0,68,5.8,10.1,0.579,0.0,0.0,,5.8,10.1,0.579,1.1,1.1,1.0,5.8,3.2,9.0,1.1,1.1,2.6,2.1,9.0,12.7
Eric Montross,23,4,4,62,2.9,6.4,0.455,0.0,0.0,,2.9,6.4,0.455,1.7,3.5,0.5,4.1,1.2,5.2,0.0,0.0,0.0,4.6,7.5,7.5
Xavier McDaniel,31,4,0,59,3.1,10.4,0.294,0.0,0.6,0.0,3.1,9.8,0.313,1.8,2.4,0.75,1.2,2.4,3.7,3.1,0.0,0.0,3.7,3.1,7.9
Greg Minor,23,4,0,37,4.9,12.6,0.385,0.0,0.0,,4.9,12.6,0.385,1.0,1.0,1.0,1.0,0.0,1.0,1.9,1.0,1.0,1.0,2.9,10.7
Acie Earl,24,1,0,10,3.6,10.8,0.33299999999999996,0.0,0.0,,3.6,10.8,0.33299999999999996,0.0,7.2,0.0,3.6,3.6,7.2,0.0,0.0,3.6,0.0,14.4,7.2
