PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nick Van Exel,23,10,10,464,5.2,12.6,0.414,1.6,5.1,0.318,3.6,7.4,0.479,3.5,4.6,0.763,0.7,2.3,2.9,5.7,1.6,0.2,1.7,2.6,15.5
Vlade Divac,26,10,10,388,5.3,11.3,0.467,0.2,0.8,0.222,5.1,10.5,0.48700000000000004,3.7,5.8,0.645,3.2,4.7,7.9,2.9,0.7,1.2,2.6,4.1,14.5
Elden Campbell,26,10,10,376,6.1,12.6,0.485,0.0,0.0,,6.1,12.6,0.485,2.8,4.2,0.659,2.5,4.5,7.0,1.5,0.4,2.9,1.4,4.2,15.0
Cedric Ceballos,25,10,10,340,5.1,13.3,0.381,1.9,5.3,0.36,3.2,8.0,0.395,3.0,4.0,0.737,1.2,5.3,6.5,1.9,1.3,0.7,2.2,2.2,15.0
Eddie Jones,23,10,0,286,3.8,10.1,0.375,1.5,3.4,0.444,2.3,6.7,0.34,1.9,2.6,0.7140000000000001,0.9,3.1,4.0,2.5,1.0,1.1,2.1,3.4,11.0
Anthony Peeler,25,10,10,268,4.3,10.6,0.405,1.1,4.2,0.258,3.2,6.4,0.5,2.3,3.0,0.773,1.1,2.7,3.8,3.4,1.3,0.3,1.6,3.1,12.0
George Lynch,24,10,0,136,4.0,8.5,0.469,0.3,1.3,0.2,3.7,7.1,0.519,3.4,5.3,0.65,3.4,4.5,7.9,1.9,2.1,0.0,2.4,5.8,11.6
Sam Bowie,33,10,0,135,2.1,8.0,0.267,0.0,0.0,,2.1,8.0,0.267,1.3,1.3,1.0,3.5,5.3,8.8,0.8,0.3,2.4,1.6,6.7,5.6
Tony Smith,26,6,0,27,4.0,17.3,0.231,4.0,13.3,0.3,0.0,4.0,0.0,0.0,2.7,0.0,1.3,2.7,4.0,4.0,0.0,0.0,5.3,1.3,12.0
Anthony Miller,23,4,0,15,0.0,4.8,0.0,0.0,0.0,,0.0,4.8,0.0,0.0,0.0,,4.8,9.6,14.4,2.4,2.4,0.0,2.4,4.8,0.0
Sedale Threatt,33,1,0,11,3.3,13.1,0.25,0.0,6.5,0.0,3.3,6.5,0.5,0.0,0.0,,0.0,0.0,0.0,6.5,3.3,0.0,0.0,6.5,6.5
Antonio Harvey,24,3,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
