PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Hakeem Olajuwon,32,22,22,929,11.9,22.3,0.531,0.1,0.2,0.5,11.8,22.2,0.531,4.3,6.3,0.6809999999999999,1.7,7.1,8.8,3.8,1.0,2.4,2.7,3.7,28.1
Clyde Drexler,32,22,22,849,6.6,13.7,0.48100000000000004,1.3,4.2,0.303,5.3,9.5,0.561,4.7,5.9,0.7859999999999999,1.9,4.6,6.5,4.7,1.4,0.6,1.9,2.9,19.1
Robert Horry,24,22,22,841,4.0,8.9,0.445,1.9,4.7,0.4,2.1,4.2,0.495,2.5,3.3,0.7440000000000001,1.7,4.9,6.6,3.3,1.4,1.1,1.1,3.0,12.3
Kenny Smith,29,22,22,652,4.3,9.8,0.43799999999999994,2.5,5.7,0.442,1.8,4.1,0.43200000000000005,2.0,2.2,0.9,0.4,2.3,2.7,5.5,0.8,0.2,1.7,2.5,13.1
Mario Elie,31,22,6,635,3.9,7.8,0.504,1.6,3.7,0.431,2.3,4.1,0.569,2.0,2.5,0.795,1.1,2.4,3.5,3.1,1.2,0.1,1.2,3.1,11.4
Sam Cassell,25,22,0,485,5.5,12.5,0.43799999999999994,1.8,4.5,0.4,3.7,8.1,0.45899999999999996,5.3,6.3,0.835,0.6,2.5,3.1,6.6,1.6,0.1,2.4,4.9,18.0
Chucky Brown,26,21,1,326,3.8,8.4,0.447,0.1,0.2,0.5,3.6,8.2,0.446,2.8,4.1,0.6759999999999999,2.2,5.0,7.2,0.8,1.0,0.2,1.3,5.1,10.4
Pete Chilcutt,26,20,15,323,3.5,7.1,0.484,1.6,4.0,0.389,1.9,3.1,0.607,1.6,1.9,0.8240000000000001,1.7,4.8,6.5,2.0,0.8,0.4,1.2,4.3,10.0
Charles Jones,37,19,0,237,0.8,2.0,0.385,0.0,0.2,0.0,0.8,1.8,0.41700000000000004,0.6,1.8,0.33299999999999996,1.8,4.9,6.7,0.0,0.6,1.5,0.8,8.4,2.1
Vernon Maxwell,24,8,0,31,2.3,5.8,0.4,0.0,0.0,,2.3,5.8,0.4,2.3,2.3,1.0,1.2,0.0,1.2,1.2,1.2,3.5,2.3,5.8,7.0
Vernon Maxwell,29,1,0,16,2.3,15.8,0.14300000000000002,0.0,4.5,0.0,2.3,11.3,0.2,2.3,2.3,1.0,0.0,6.8,6.8,2.3,0.0,0.0,2.3,2.3,6.8
Carl Herrera,28,1,0,6,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0
