PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Allen Iverson,31,5,5,223,10.3,28.0,0.368,1.2,4.2,0.294,9.1,23.8,0.381,6.1,7.6,0.8059999999999999,0.0,0.7,0.7,7.1,1.7,0.0,3.7,2.7,28.0,,97.0,112
Carmelo Anthony,22,5,5,210,12.3,25.6,0.48,2.3,4.7,0.5,9.9,20.9,0.475,8.1,10.2,0.795,4.7,6.5,11.2,1.6,1.3,0.0,5.0,3.1,35.0,,111.0,109
Marcus Camby,32,5,5,184,5.1,13.4,0.37799999999999995,0.0,0.0,,5.1,13.4,0.37799999999999995,1.2,1.8,0.667,3.6,18.5,22.0,3.0,1.2,4.8,3.0,4.2,11.3,,86.0,96
Steve Blake,26,5,5,180,4.3,9.4,0.452,2.4,4.9,0.5,1.8,4.6,0.4,0.0,0.0,,0.3,3.3,3.7,7.0,0.9,0.0,3.0,2.4,11.0,,105.0,112
Andre Miller,24,5,5,179,9.5,16.2,0.585,0.0,0.0,,9.5,16.2,0.585,4.3,5.5,0.778,6.7,5.2,11.9,3.7,0.9,0.9,4.0,6.4,23.3,,118.0,110
Eduardo Nájera,30,5,0,96,2.3,9.7,0.235,0.0,1.7,0.0,2.3,8.0,0.28600000000000003,0.6,1.1,0.5,6.3,9.7,16.0,1.1,1.1,0.6,1.1,5.7,5.1,,80.0,106
Linas Kleiza,22,5,0,66,2.5,10.8,0.231,0.8,5.0,0.16699999999999998,1.7,5.8,0.28600000000000003,0.8,1.7,0.5,0.0,6.6,6.6,1.7,0.0,0.0,0.0,5.0,6.6,,76.0,112
J.R. Smith,21,4,0,47,7.0,25.6,0.273,0.0,14.0,0.0,7.0,11.7,0.6,7.0,7.0,1.0,1.2,9.3,10.5,2.3,4.7,1.2,3.5,7.0,21.0,,80.0,98
Anthony Carter,31,1,0,14,15.7,15.7,1.0,0.0,0.0,,15.7,15.7,1.0,0.0,3.9,0.0,0.0,3.9,3.9,7.8,0.0,0.0,3.9,7.8,31.3,,139.0,114
Yakhouba Diawara,24,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117
