PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Antonio Daniels,31,4,4,176,5.2,11.7,0.447,0.3,1.5,0.2,4.9,10.2,0.485,5.6,6.5,0.857,0.6,4.9,5.6,14.5,1.5,0.3,2.2,1.2,16.3,,125,114
Antawn Jamison,30,4,4,173,15.4,32.3,0.47600000000000003,2.8,8.2,0.34600000000000003,12.5,24.2,0.519,6.6,8.8,0.75,4.1,8.2,12.2,1.6,0.6,1.3,2.2,4.1,40.2,,111,113
Jarvis Hayes,25,4,4,139,5.9,18.0,0.326,2.7,7.4,0.368,3.1,10.5,0.29600000000000004,2.3,2.7,0.857,1.6,3.9,5.5,1.6,0.8,0.4,0.0,4.7,16.8,,99,116
DeShawn Stevenson,25,4,4,122,4.0,20.5,0.196,1.3,8.5,0.158,2.7,12.0,0.222,1.3,3.1,0.429,0.9,3.6,4.4,3.1,0.9,1.3,1.3,1.8,10.7,,59,116
Darius Songaila,28,4,0,90,12.1,24.7,0.488,0.0,1.2,0.0,12.1,23.5,0.513,1.8,1.8,1.0,3.0,4.8,7.8,2.4,1.8,0.0,2.4,10.3,25.9,,100,114
Etan Thomas,28,4,4,84,4.5,11.0,0.41200000000000003,0.0,0.0,,4.5,11.0,0.41200000000000003,3.9,5.8,0.667,1.3,12.9,14.2,0.6,1.3,1.9,3.9,5.8,12.9,,79,107
Roger Mason,26,4,0,56,6.8,15.5,0.43799999999999994,4.8,9.7,0.5,1.9,5.8,0.33299999999999996,4.8,5.8,0.833,0.0,1.9,1.9,1.0,1.0,0.0,2.9,9.7,23.3,,110,118
Brendan Haywood,27,3,0,34,8.0,11.2,0.7140000000000001,0.0,0.0,,8.0,11.2,0.7140000000000001,4.8,6.4,0.75,4.8,3.2,8.0,1.6,1.6,0.0,1.6,11.2,20.8,,142,115
Michael Ruffin,30,4,0,28,1.9,5.8,0.33299999999999996,0.0,1.9,0.0,1.9,3.9,0.5,0.0,0.0,,9.7,7.8,17.4,0.0,5.8,0.0,0.0,3.9,3.9,,127,103
Andray Blatche,20,2,0,25,8.7,13.0,0.667,0.0,0.0,,8.7,13.0,0.667,2.2,2.2,1.0,6.5,8.7,15.2,0.0,0.0,0.0,2.2,4.3,19.5,,129,115
Calvin Booth,30,1,0,18,6.0,9.0,0.667,0.0,0.0,,6.0,9.0,0.667,0.0,0.0,,6.0,6.0,12.1,3.0,3.0,0.0,3.0,9.0,12.1,,117,110
Donell Taylor,24,2,0,17,3.2,19.2,0.16699999999999998,0.0,0.0,,3.2,19.2,0.16699999999999998,3.2,3.2,1.0,0.0,9.6,9.6,12.8,0.0,0.0,6.4,6.4,9.6,,58,114
