Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1990,25,2470,POR,Portland Trail Blazers,23.0,NBA,PF,21.0,391.0,9.1,0.39,0.03,0.34,8.7,16.2,12.3,8.8,2.3,3.7,12.6,20.8,,-0.6,0.6,0.0,0.0,,-4.1,1.7,-2.4,0.0
1991,25,2470,POR,Portland Trail Blazers,24.0,NBA,PF,16.0,354.0,14.0,0.56,0.03,0.59,7.7,13.5,10.5,8.1,1.0,3.0,14.5,20.9,,0.2,0.4,0.6,0.08,,0.0,1.0,1.0,0.3
1992,25,2470,POR,Portland Trail Blazers,25.0,NBA,SF,21.0,522.0,12.9,0.49,0.03,0.39,5.9,14.6,10.3,12.7,2.1,2.7,10.8,21.4,,0.1,0.7,0.8,0.07,,-1.5,1.5,0.1,0.3
1993,25,2470,POR,Portland Trail Blazers,26.0,NBA,PF,4.0,131.0,3.5,0.29,0.02,0.36,7.5,6.3,7.0,7.4,2.4,3.5,10.2,25.5,,-0.6,0.2,-0.4,-0.14,,-6.2,-1.2,-7.3,-0.2
1994,25,2470,POR,Portland Trail Blazers,27.0,NBA,C,4.0,149.0,12.6,0.45,0.13,0.12,7.7,11.4,9.4,10.1,1.0,3.0,13.3,23.3,,0.0,-0.1,-0.1,-0.03,,-1.6,-2.3,-3.9,-0.1
1995,25,2470,POR,Portland Trail Blazers,28.0,NBA,SF,3.0,119.0,8.5,0.44,0.36,0.34,6.6,13.8,9.8,10.3,0.9,0.7,12.9,23.8,,-0.2,-0.1,-0.3,-0.13,,-2.9,-3.3,-6.1,-0.1
1996,25,2470,POR,Portland Trail Blazers,29.0,NBA,SF,5.0,181.0,10.6,0.49,0.38,0.61,2.5,9.7,5.9,8.8,2.1,2.1,17.2,23.9,,-0.1,0.1,-0.1,-0.02,,-2.1,0.7,-1.4,0.0
1997,25,2470,POR,Portland Trail Blazers,30.0,NBA,SF,4.0,161.0,9.8,0.44,0.34,0.34,9.0,12.3,10.6,12.9,0.7,2.1,15.6,19.0,,-0.1,0.0,0.0,-0.01,,-0.1,-1.2,-1.3,0.0
1998,24,2470,PHO,Phoenix Suns,31.0,NBA,SF,4.0,92.0,2.9,0.34,0.03,0.27,6.8,8.1,7.4,4.8,1.7,1.8,11.9,20.7,,-0.3,0.0,-0.2,-0.11,,-7.6,-2.7,-10.3,-0.2
1999,24,2470,PHO,Phoenix Suns,32.0,NBA,SF,3.0,117.0,15.4,0.52,0.22,0.28,6.7,12.2,9.0,12.2,2.7,0.7,13.5,20.5,,0.1,0.0,0.1,0.03,,1.2,-1.0,0.1,0.1
2001,24,2470,PHO,Phoenix Suns,34.0,NBA,PF,4.0,114.0,13.3,0.5,0.32,0.44,5.2,9.0,7.1,6.7,2.6,1.2,13.1,25.5,,0.0,0.1,0.1,0.05,,0.5,1.5,2.0,0.1
2002,9,2470,DET,Detroit Pistons,35.0,NBA,PF,10.0,409.0,12.0,0.48,0.43,0.24,1.4,7.5,4.3,14.1,2.4,3.6,13.3,18.9,,-0.1,0.8,0.7,0.08,,-0.3,2.1,1.7,0.4
2003,9,2470,DET,Detroit Pistons,36.0,NBA,PF,17.0,525.0,9.1,0.45,0.37,0.23,3.1,7.4,5.2,18.2,1.7,1.9,13.8,18.7,,-0.3,0.6,0.3,0.03,,-1.9,0.4,-1.4,0.1
2005,3,2470,NJN,New Jersey Nets,38.0,NBA,PF,4.0,71.0,11.9,0.5,0.52,0.07,2.9,14.8,8.1,13.9,2.2,1.2,0.0,17.8,,0.1,0.0,0.1,0.1,,-1.8,2.5,0.7,0.1
2006,3,2470,NJN,New Jersey Nets,39.0,NBA,PF,8.0,198.0,3.7,0.44,0.49,0.13,1.2,15.8,8.2,3.9,2.5,1.4,19.5,12.4,,-0.3,0.3,0.0,-0.01,,-5.7,0.9,-4.8,-0.1
2007,3,2470,NJN,New Jersey Nets,40.0,NBA,C,4.0,20.0,-4.2,0.25,0.33,0.0,0.0,0.0,0.0,0.0,2.7,0.0,14.3,16.9,,-0.1,0.0,-0.1,-0.17,,-8.7,-2.8,-11.5,0.0
