Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,9,2540,DET,Detroit Pistons,22.0,NBA,C,82.0,2.0,1463.0,163.0,290.0,0.56,0.0,1.0,0.0,163.0,289.0,0.56,0.56,105.0,171.0,0.61,108.0,188.0,296.0,54.0,44.0,125.0,74.0,256.0,431.0
1988,9,2540,DET,Detroit Pistons,23.0,NBA,C,82.0,16.0,2003.0,258.0,456.0,0.57,0.0,0.0,,258.0,456.0,0.57,0.57,185.0,261.0,0.71,166.0,236.0,402.0,113.0,53.0,137.0,120.0,294.0,701.0
1989,9,2540,DET,Detroit Pistons,24.0,NBA,PF,67.0,21.0,1458.0,166.0,333.0,0.5,0.0,2.0,0.0,166.0,331.0,0.5,0.5,135.0,195.0,0.69,134.0,201.0,335.0,75.0,40.0,72.0,100.0,197.0,467.0
1990,9,2540,DET,Detroit Pistons,25.0,NBA,PF,82.0,12.0,1914.0,209.0,408.0,0.51,1.0,4.0,0.25,208.0,404.0,0.52,0.51,174.0,244.0,0.71,154.0,285.0,439.0,67.0,51.0,153.0,97.0,282.0,593.0
1991,9,2540,DET,Detroit Pistons,26.0,NBA,PF,74.0,1.0,1649.0,179.0,377.0,0.48,0.0,1.0,0.0,179.0,376.0,0.48,0.48,186.0,256.0,0.73,137.0,190.0,327.0,70.0,52.0,112.0,91.0,240.0,544.0
1992,9,2540,DET,Detroit Pistons,27.0,NBA,PF,72.0,38.0,1774.0,249.0,486.0,0.51,0.0,3.0,0.0,249.0,483.0,0.52,0.51,186.0,260.0,0.72,106.0,190.0,296.0,116.0,49.0,110.0,102.0,222.0,684.0
1993,16,2540,MIA,Miami Heat,28.0,NBA,PF,51.0,34.0,1422.0,154.0,307.0,0.5,0.0,0.0,,154.0,307.0,0.5,0.5,115.0,144.0,0.8,113.0,200.0,313.0,83.0,32.0,70.0,101.0,192.0,423.0
1994,16,2540,MIA,Miami Heat,29.0,NBA,PF,76.0,45.0,1910.0,208.0,436.0,0.48,2.0,3.0,0.67,206.0,433.0,0.48,0.48,164.0,225.0,0.73,132.0,275.0,407.0,135.0,56.0,78.0,94.0,260.0,582.0
1995,16,2540,MIA,Miami Heat,30.0,NBA,C,75.0,50.0,1955.0,197.0,395.0,0.5,0.0,0.0,,197.0,395.0,0.5,0.5,153.0,207.0,0.74,110.0,226.0,336.0,123.0,47.0,85.0,97.0,279.0,547.0
1996,31,2540,TOT,Total After Trade,31.0,NBA,PF,42.0,6.0,673.0,63.0,140.0,0.45,0.0,0.0,,63.0,140.0,0.45,0.45,59.0,85.0,0.69,46.0,94.0,140.0,54.0,19.0,27.0,55.0,110.0,185.0
1996,28,2540,TOR,Toronto Raptors,31.0,NBA,PF,25.0,6.0,482.0,51.0,105.0,0.49,0.0,0.0,,51.0,105.0,0.49,0.49,47.0,65.0,0.72,26.0,71.0,97.0,39.0,11.0,12.0,39.0,72.0,149.0
1996,5,2540,CHI,Charlotte Bobcats,31.0,NBA,PF,17.0,0.0,191.0,12.0,35.0,0.34,0.0,0.0,,12.0,35.0,0.34,0.34,12.0,20.0,0.6,20.0,23.0,43.0,15.0,8.0,15.0,16.0,38.0,36.0
