SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2015,15,MEM,Marc Gasol,30,81,2687,21.7,0.56,0.02,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,,5.5,4.7,10.2,0.18,,2.7,2.4,5.1,4.8
2015,15,MEM,Courtney Lee,29,77,2354,11.5,0.56,0.35,0.2,1.0,7.6,4.3,9.8,1.7,0.4,10.0,15.2,,2.5,2.4,4.8,0.1,,-1.0,0.5,-0.5,0.9
2015,15,MEM,Zach Randolph,33,71,2304,19.5,0.54,0.02,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,,3.4,3.8,7.2,0.15,,1.4,-0.1,1.3,1.9
2015,15,MEM,Mike Conley,27,70,2225,18.6,0.56,0.31,0.28,1.5,9.2,5.4,28.0,2.1,0.5,13.6,23.7,,4.2,2.7,6.8,0.15,,2.6,0.2,2.8,2.7
2015,15,MEM,Tony Allen,33,63,1648,14.6,0.53,0.06,0.28,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,,0.9,3.2,4.1,0.12,,-1.5,3.1,1.6,1.5
2015,15,MEM,Beno Udrih,32,79,1494,15.4,0.55,0.19,0.2,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,,2.0,1.6,3.6,0.12,,0.3,0.3,0.5,0.9
2015,15,MEM,Jeff Green,28,45,1361,14.2,0.53,0.28,0.29,3.6,12.0,7.8,9.5,1.0,1.3,8.6,20.5,,1.7,1.5,3.1,0.11,,0.8,-0.2,0.6,0.9
2015,15,MEM,Kosta Koufos,25,81,1348,14.2,0.53,0.0,0.24,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,,0.8,2.5,3.3,0.12,,-2.0,0.7,-1.2,0.2
2015,15,MEM,Vince Carter,38,66,1091,9.6,0.44,0.57,0.14,2.8,11.1,7.0,11.1,2.1,1.1,9.1,19.9,,-0.5,1.4,1.0,0.04,,-2.1,0.4,-1.7,0.1
2015,15,MEM,Nick Calathes,25,58,838,12.3,0.46,0.17,0.18,2.6,11.8,7.2,26.6,3.9,0.5,18.6,17.9,,-0.4,1.5,1.1,0.06,,-3.1,3.2,0.0,0.4
2015,15,MEM,Jon Leuer,25,63,824,11.9,0.48,0.11,0.22,7.0,21.7,14.3,8.8,1.1,0.9,10.5,18.6,,0.2,1.2,1.3,0.08,,-2.5,-0.3,-2.8,-0.1
2015,15,MEM,Tayshaun Prince,34,26,628,10.6,0.48,0.18,0.16,3.8,11.2,7.5,8.9,0.7,0.8,7.1,15.4,,0.4,0.6,1.0,0.07,,-0.9,-0.8,-1.6,0.1
2015,15,MEM,Quincy Pondexter,26,30,540,7.1,0.45,0.54,0.22,4.2,7.8,6.0,7.5,0.5,0.8,6.3,13.4,,0.2,0.4,0.6,0.05,,-2.9,-1.0,-3.9,-0.3
2015,15,MEM,Jordan Adams,20,30,248,12.8,0.49,0.29,0.27,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,,0.0,0.4,0.4,0.07,,-1.2,2.6,1.4,0.2
2015,15,MEM,JaMychal Green,24,20,139,15.8,0.61,0.1,0.25,13.2,18.8,16.0,4.7,1.9,1.8,21.3,18.6,,0.1,0.2,0.4,0.13,,-1.2,0.5,-0.7,0.0
2015,15,MEM,Jarnell Stokes,21,19,126,18.6,0.58,0.0,0.76,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,,0.3,0.2,0.5,0.19,,-1.3,0.1,-1.1,0.0
2015,15,MEM,Russ Smith,23,6,36,22.7,0.6,0.33,0.87,3.2,6.3,4.8,27.3,4.3,0.0,19.4,32.8,,0.1,0.1,0.2,0.21,,1.5,2.9,4.4,0.1
2015,15,MEM,Tyrus Thomas,28,2,7,31.4,1.06,0.0,2.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,,0.1,0.0,0.1,0.48,,11.2,7.3,18.5,0.0
2015,15,MEM,Kalin Lucas,25,1,6,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,,0.0,0.0,0.0,-0.06,,-13.4,8.7,-4.7,0.0
