Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2635,25.0,4.0,12.17,2.27,5.57,0.41,0.63,1.63,0.39,1.7,3.93,0.43,0.46,0.7,1.13,0.62,0.63,0.87,1.5,0.97,0.47,0.03,0.63,1.2,5.93
