Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1985,2,BOS,Boston Celtics,63,19,0.77,—,114.8,108.1,6.47
1985,23,PHI,Philadelphia 76Ers,58,24,0.71,5.0,112.9,108.8,4.17
1985,3,NJN,New Jersey Nets,42,40,0.51,21.0,109.5,109.2,0.64
1985,30,WSB,Washington Bullets,40,42,0.49,23.0,105.5,105.8,0.15
1985,20,NYK,New York Knicks,24,58,0.29,39.0,105.2,109.8,-4.09
1985,17,MIL,Milwaukee Bucks,59,23,0.72,—,110.9,104.0,6.69
1985,9,DET,Detroit Pistons,46,36,0.56,13.0,116.0,113.5,2.73
1985,5,CHI,Chicago Bulls,38,44,0.46,21.0,108.7,109.6,-0.5
1985,6,CLE,Cleveland Cavaliers,36,46,0.44,23.0,108.6,111.3,-2.27
1985,1,ATL,Atlanta Hawks,34,48,0.42,25.0,106.6,108.1,-1.14
1985,12,IND,Indiana Pacers,22,60,0.27,37.0,108.3,114.5,-5.46
