Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1999,16,MIA,Miami Heat,33,17,0.66,—,89.0,84.0,5.11
1999,22,ORL,Orlando Magic,33,17,0.66,—,89.5,86.9,3.11
1999,23,PHI,Philadelphia 76Ers,28,22,0.56,5.0,89.7,87.6,2.56
1999,20,NYK,New York Knicks,27,23,0.54,6.0,86.4,85.4,1.45
1999,2,BOS,Boston Celtics,19,31,0.38,14.0,93.0,94.9,-1.75
1999,30,WAS,Washington Wizards,18,32,0.36,15.0,91.2,93.4,-1.75
1999,3,NJN,New Jersey Nets,16,34,0.32,17.0,91.4,95.2,-3.2
1999,12,IND,Indiana Pacers,33,17,0.66,—,94.7,90.9,3.86
1999,1,ATL,Atlanta Hawks,31,19,0.62,2.0,86.3,83.4,2.82
1999,9,DET,Detroit Pistons,29,21,0.58,4.0,90.4,86.9,3.97
1999,17,MIL,Milwaukee Bucks,28,22,0.56,5.0,91.7,90.0,1.66
1999,4,CHO,Charlotte Hornets,26,24,0.52,7.0,92.9,93.0,0.63
1999,28,TOR,Toronto Raptors,23,27,0.46,10.0,91.1,92.8,-1.32
1999,6,CLE,Cleveland Cavaliers,22,28,0.44,11.0,86.4,88.2,-0.94
1999,5,CHI,Chicago Bulls,13,37,0.26,20.0,81.9,91.4,-8.58
